aVF,aVL,aVR,I,II,III,V1,V2,V3,V4,V5,V6
6701.00579273332,750.958340542034,-6899.26494161545,5446.61230057904,9159.72859552822,4003.17920466756,-6223.73700331992,-3575.88650717269,10999.9336156633,27758.2939587861,18774.6772949226,11377.3640637273
6707.92189180055,698.563858044683,-6864.26145456057,5387.74096338555,9151.28879018536,4063.46030277034,-6387.73179273582,-4005.68075049225,10315.7547893795,27125.2757668877,18609.1991551867,11388.4190984436
6710.23167856543,642.921358496408,-6823.09365192532,5319.33177819021,9137.13376567979,4125.93667821981,-6549.41769110394,-4444.76186152509,9587.3986180031,26431.192536674,18415.034222838,11380.4966747994
6710.24004719781,584.413798406933,-6778.94415104415,5242.92514111055,9120.08331649949,4190.5970466851,-6706.53405742878,-4889.08951684912,8819.9068559533,25681.5234933456,18195.52639719,11354.2934429296
6703.88071627704,523.303251365788,-6727.66047030525,5157.93430879551,9094.2611066191,4254.92732997542,-6856.9049557564,-5337.93042527292,8017.50190363381,24874.4349776069,17945.5517212971,11308.7131362503
6685.21523831844,459.809319604468,-6662.61660946098,5063.04550640518,9051.10916179148,4314.32579521394,-6998.87194221756,-5791.98389851554,7183.76764035277,24005.8795630431,17657.6186320848,11242.3310911714
6647.71946232045,394.098831913727,-6575.89498477274,4956.64406266889,8980.76727983521,4365.75659878317,-7129.43635831294,-6252.78007815943,6319.15335242741,23071.5709271018,17323.4875199899,11153.4151949835
6587.23121294176,326.3951439564,-6462.7504191862,4837.95877079405,8877.03301689611,4405.74510716786,-7246.780334325,-6721.18606750166,5424.06635605028,22069.3309521604,16938.5845543352,11041.0461055275
6508.19525446145,257.122286556505,-6328.94773801356,4709.05853341527,8746.2798959197,4424.74039069235,-7353.07319907165,-7193.68248443603,4504.90883664208,21004.4818174397,16510.2590722839,10907.4293073927
6418.31268798705,186.775560211626,-6184.22455751111,4573.08016111388,8599.66691856168,4415.0996739065,-7451.81617311294,-7665.58527288872,3568.1535029122,19886.6295243509,16050.8515945998,10755.965092831
6323.48881509134,115.882624047432,-6038.03617966053,4433.00560322389,8447.11157989832,4381.02243186804,-7546.65827250506,-8134.94623058632,2614.31106435703,18725.6541158612,15571.9265830279,10589.2792938507
6229.09833748175,44.8986833183064,-5897.34171644362,4291.14779631112,8296.66399716864,4330.6332130683,-7640.63394166181,-8600.5882629284,1643.60144582706,17532.3571616281,15084.1064260598,10410.1732702156
6137.21680447277,-25.9844566397689,-5760.16001962648,4147.48138339888,8148.43784560868,4268.24166632892,-7733.49351386189,-9060.68985158282,658.279729936936,16318.6995659256,14591.8480945934,10221.0586786169
6047.93563880616,-96.6509729435003,-5620.73723493583,4000.97583833812,7998.86547480966,4198.80078969118,-7823.51903476087,-9513.92137199495,-337.819675946866,15096.0745648506,14096.3148619915,10023.8455873606
5963.89262011075,-166.945722077527,-5474.79016026565,3851.02282522446,7847.11025876746,4130.37685660445,-7909.90131601287,-9960.42622817222,-1334.95483396775,13872.3134046857,13600.9910880088,9821.48025204034
5885.85502318536,-236.639169875467,-5319.17797831874,3697.27672340405,7691.84725049926,4069.01547545533,-7991.35641753449,-10399.3387091025,-2320.2694665911,12656.1037261079,13107.8435773831,9615.69839160014
5809.4772810709,-305.215565037333,-5155.00952727927,3540.38126778691,7531.1373144162,4016.02814178297,-8066.09974978426,-10826.8249622835,-3287.05973852676,11460.1942715791,12615.1089213236,9404.8410634952
5728.98640195355,-372.081339252201,-4985.41103139824,3381.47628085192,7363.34713157056,3970.76749267815,-8132.35719359835,-11238.1754101075,-4229.60763100047,10296.2246769127,12119.7769247494,9186.07671660101
5637.06419186393,-436.827335343423,-4811.85797927646,3221.27050096415,7184.60583650936,3930.3645629959,-8187.33813641043,-11628.1784640557,-5131.50968992431,9175.49722654716,11617.7526901685,8956.05546847957
5528.16659436788,-499.020867728582,-4635.40550637171,3060.40278963402,6992.09736478969,3891.11575709306,-8228.92054279905,-11993.0181409636,-5981.83588437228,8102.03575640194,11104.7519388692,8712.31823385681
5404.7798716675,-558.256931962956,-4456.42699753288,2899.4825827698,6787.84925372306,3854.41497850043,-8257.60205329678,-12333.1538557796,-6791.96548830862,7062.14751601298,10578.849746729,8456.13190493193
5272.42579968605,-614.140814671534,-4274.80283912926,2739.04549306274,6575.62092314503,3822.68244334613,-8274.85402456955,-12650.6627040339,-7579.10453850044,6034.90792850328,10039.5324078003,8190.34099251371
5134.67425197927,-665.934041595022,-4091.32169770153,2579.80919783483,6359.61881168569,3790.3871894505,-8282.41084436379,-12947.9510626994,-8355.14743527455,5003.43518163178,9485.96721081162,7917.46352986953
4994.63735351948,-713.180716226838,-3907.04978000156,2422.55658356945,6143.58515306477,3751.67482060645,-8281.72656032792,-13226.0996410564,-9126.03935352853,3958.2631882874,8918.89428427691,7639.83659252401
4854.38463541002,-756.150917779242,-3722.81750301624,2267.98208150762,5927.8200029845,3712.10027998454,-8272.3149634051,-13481.4488657311,-9887.51317553175,2896.05398399946,8342.00147624389,7358.36232637987
4714.41433640159,-795.380049606063,-3539.44382175042,2116.72648775385,5711.21020010239,3676.91595816761,-8252.9670483017,-13708.6647423694,-10626.6168150262,1826.85391673018,7760.13871921221,7073.25508402055
4573.90184092904,-831.878181845046,-3357.55818644646,1969.38565937428,5493.43695911329,3637.42228124104,-8223.03007029355,-13903.2719696458,-11319.1602402117,790.392752327037,7178.51046587139,6785.34442955127
4431.29607991584,-866.152932406608,-3177.5488003988,1826.3963661938,5274.28762388093,3583.5022409344,-8182.05127797251,-14061.9874353279,-11942.0606792896,-170.374879600319,6602.2946050407,6495.58933704396
4286.44272491516,-897.0736541033,-2999.67203959582,1687.95530870576,5054.33605384785,3515.20418231098,-8130.27291915865,-14185.1454378052,-12493.3963004727,-1042.45948653915,6034.87047795014,6205.01358509259
4139.19745721388,-922.977592044137,-2824.0760541751,1554.12204853148,4834.55839856451,3434.10487522386,-8068.3264532269,-14274.8916385463,-12978.4772206894,-1823.85667192068,5478.57286615487,5914.72037110023
3986.52104124913,-941.987297283368,-2650.78765663215,1424.85759799661,4615.14541162493,3337.79299186783,-7996.38513328666,-14332.6249796989,-13395.3729591618,-2509.56215469648,4936.49635619692,5625.60431686597
3826.21524104451,-952.986894615248,-2479.85805208412,1300.09669810288,4396.13752039179,3226.32285635404,-7914.70382710819,-14359.99000342,-13745.536100604,-3104.08114227209,4410.44374617407,5338.12966989175
3660.35755459037,-957.240940441445,-2311.53672030739,1179.89937787676,4177.81541298924,3104.17273570222,-7823.94199960438,-14358.6122234607,-14036.0548054147,-3619.66736763002,3899.42833758591,5052.33078314416
3492.23072471715,-956.944362419039,-2146.11033983,1064.33697502795,3960.43017027256,2976.97112399151,-7724.82745379841,-14329.9787062554,-14275.3165794798,-4072.11421999129,3401.52544284711,4767.90479152404
3325.17337871246,-954.282117595011,-1983.78663338024,953.379973839254,3744.36837838077,2852.5425069487,-7618.28978372673,-14276.527575749,-14476.9886470461,-4487.67641960009,2914.21193492573,4483.98003605114
3161.84693073665,-950.89057605335,-1824.71124652212,846.950942256755,3530.05350375391,2737.25620870882,-7505.15030342905,-14200.5613950837,-14653.3380366751,-4889.70153910486,2435.65800698349,4200.1037950526
3001.69154313964,-946.393542488279,-1668.85815184529,744.883966026512,3317.64903152691,2630.07458473028,-7385.54659577317,-14103.0658754873,-14805.3186826607,-5281.15525578423,1967.33397718695,3916.9311594332
2842.81025922447,-939.582368692998,-1516.11895326864,646.960256181989,3107.23415979035,2527.15396937529,-7259.41129045216,-13984.6406902406,-14929.7843004313,-5657.07687736591,1512.11943154874,3635.60450475211
2683.83244959067,-929.561040159084,-1366.47607591621,553.027008724006,2898.98963873387,2425.49962367129,-7126.86864387582,-13845.8740432773,-15024.7829611875,-6013.8435906369,1072.33810560575,3358.15987894767
2523.75136440827,-915.744089939126,-1219.88063301191,462.898663509124,2693.03685640365,2322.22848467235,-6988.064750792,-13687.3627882242,-15087.8036513432,-6345.56627793443,650.55230091671,3085.75510582216
2363.03795616296,-898.641266857923,-1076.1893700049,376.278097319818,2489.39517935819,2216.83532525998,-6843.41530318419,-13510.4849672343,-15118.9650529645,-6648.99062719919,249.073396613025,2816.90324485728
2202.87768519539,-879.254097033951,-935.27374792436,292.865769590455,2288.10033183111,2110.03394424471,-6693.48486189937,-13316.9200909189,-15119.7471662923,-6922.3847293694,-130.166256849201,2549.24514233817
2043.86984550186,-858.205385142991,-796.998121318297,212.373205626699,2089.16645014795,2001.0728177409,-6538.48982376079,-13107.7982250166,-15088.8100012348,-7159.12368407067,-484.695443819512,2279.61083372285
1886.51798288589,-835.96654233994,-661.349371381089,134.608475668263,1892.75542452877,1889.48328056488,-6378.92678232194,-12884.5044623788,-15025.7493001608,-7354.11826508951,-812.64469061216,2006.50718313022
1731.20205748144,-812.677834332618,-528.6368801646,59.6353939655553,1699.41938682721,1775.96661508628,-6216.02055887981,-12649.0509884685,-14933.8086918758,-7509.77664081712,-1113.94406663034,1733.41771377821
1578.18833873122,-788.287937488711,-399.323160551505,-12.3571025184261,1509.89196562025,1661.55126067561,-6051.21397954117,-12403.5818886644,-14817.3311326143,-7631.15135308532,-1389.42593501342,1465.65643359631
1428.09737447083,-762.979737208537,-273.892638763098,-81.1786528433603,1324.93955077071,1548.04464498957,-5886.26735846019,-12150.6897894347,-14681.8430830229,-7723.97672647814,-1640.38203457682,1209.03530756725
1281.65565291686,-736.986479400336,-152.858568310937,-146.605478856163,1145.35241072067,1437.22107744434,-5722.52201508597,-11892.4585636282,-14532.143348874,-7794.57900149476,-1868.50414815316,967.601116349656
1139.44530045152,-710.502659647399,-36.6456949234195,-208.443870921978,971.78312753615,1329.43250273547,-5559.87769621968,-11629.2477266681,-14368.7414602695,-7846.35626165476,-2075.2425093393,739.474745596371
1002.04192836114,-683.744179695519,74.3584475270919,-266.52023232949,804.833077159092,1224.55171406869,-5397.72121780014,-11360.8104408452,-14190.54444708,-7881.37271475598,-2262.03050577589,520.483362335447
870.004342068905,-656.849507771923,179.681714233245,-320.595231370561,645.208174105567,1122.65721952857,-5235.41516729954,-11086.8068037074,-13996.9117244625,-7903.55668680701,-2430.6780999519,306.793172755096
743.836725986766,-629.945284979806,278.890376346659,-370.472353278712,493.582044101439,1023.83238872304,-5072.68773469682,-10807.3508504314,-13787.5942873486,-7915.63469098886,-2583.0486117635,95.9093236692801
624.062184035182,-603.255497447638,371.660696674747,-416.090920214143,350.542303604034,928.613097766065,-4910.63633918948,-10524.2624831541,-13564.4680645353,-7917.24142465769,-2720.87044881563,-109.953093616093
511.189584443491,-577.029566593686,457.721320111329,-457.447942800652,216.62910370237,837.73582721254,-4750.90787114121,-10240.0619309015,-13330.3288653768,-7906.93654406905,-2845.77589759693,-306.609915827434
405.617441563847,-551.497462151562,536.895939624128,-494.589738889419,92.2443298198828,751.56916883847,-4594.89534115559,-9957.05011858711,-13087.0915667902,-7882.10993592727,-2959.28049206929,-490.833568962707
307.749641450217,-526.893544278591,609.016936871208,-527.564991402458,-22.2252167779529,670.47759299573,-4443.80324219848,-9677.26440592701,-12836.4701626268,-7840.65537178585,-3062.58509767608,-660.121025078181
218.097327984493,-503.431023626318,673.790007774514,-556.317155731717,-126.246431087224,595.023629233344,-4298.17313616163,-9401.82894164783,-12579.8257141118,-7783.93007241806,-3156.47003523998,-814.261557467625
137.140186555797,-481.295018410974,730.927105140637,-580.772181500586,-219.316750630614,525.74687710317,-4158.17361382421,-9131.35610480238,-12318.2024355806,-7714.60930920351,-3241.43833397453,-954.226337099152
65.2817493023571,-460.672838395741,780.228470417111,-600.917737755788,-301.048855386534,463.221329562973,-4024.15097604093,-8866.51208077024,-12053.0745115301,-7635.01731220313,-3317.68648596986,-1080.2515110427
2.77305438559767,-441.701353149394,821.597306740769,-616.778037657177,-371.225137964058,407.891135068336,-3896.37550315168,-8607.97232529665,-11785.8043534311,-7547.22859549259,-3385.38236803056,-1192.46890896002
