aVF,aVL,aVR,I,II,III,V1,V2,V3,V4,V5,V6
-1009.35727833897,-1569.75586721626,3701.50521323533,-2011.02345341965,-2249.45704357035,360.734484155941,236.991618574847,1535.35751519802,-929.160793842209,3078.01559684437,-717.959592813498,97.0292788189207
-962.828585097241,-1558.99414037347,3627.25688930342,-1966.71400879181,-2171.14088561397,380.613493820683,240.854156758752,1568.27655624732,-876.935245237059,3038.10282470258,-687.750524771125,101.367089813645
-901.570430459082,-1549.76477856583,3534.10286872193,-1910.83915702026,-2069.52346766611,410.18856933105,249.845216177441,1613.08111454824,-811.461841898246,2984.80642236645,-648.053053608724,109.387354236244
-827.745856675759,-1542.25410336308,3423.91767459078,-1844.72882015203,-1947.21767811121,448.225992148468,263.242863354992,1668.30861892489,-735.587912113031,2917.41811053571,-600.300536286906,121.556370670342
-741.723167734728,-1536.25231378182,3297.49348537898,-1768.82424041907,-1805.16030973364,494.056721256007,280.899041990264,1733.3850509632,-649.557636641448,2837.43662757306,-544.745826036868,137.180498275612
-643.246811068954,-1531.41312218888,3155.45084628549,-1683.4132619655,-1643.87893412374,547.182068302987,302.79774301376,1807.95228087624,-552.666464438846,2747.45929391236,-481.216560434996,155.021682837838
-532.528194067505,-1527.10623137945,2998.88808798408,-1588.92481140188,-1464.64602974021,606.889241983097,328.824117233774,1891.37089425521,-444.931700625762,2649.36766429424,-409.87242090863,174.010239433364
-409.630033279065,-1522.66659520601,2828.77523005744,-1485.70230572042,-1268.52511687736,672.464015688083,358.948663839036,1983.05978440589,-326.53084412499,2543.91558126867,-330.74098935854,192.891049272219
-274.640421187503,-1517.82689092851,2645.95255098129,-1374.28846276183,-1056.25045840567,743.135367063499,393.116179368467,2082.38363731454,-198.451815300499,2429.72038730629,-243.744546234945,210.281281696413
-128.046332178985,-1512.24417616176,2451.27519715861,-1255.19906880688,-828.736808439845,817.955870005487,431.220409642441,2188.50700557213,-62.0999369614867,2304.60512395829,-149.056075652719,224.953699337611
29.7628028806193,-1505.46530861157,2245.69846598985,-1128.86623521893,-587.017506481531,895.996042960464,473.219275590821,2300.62841185174,81.8244579277741,2166.6734893991,-46.8461853526876,235.577999371048
197.536651446547,-1496.99553079475,2031.21351630236,-996.205172197888,-333.543308674954,976.027628845062,518.922080027166,2417.5284566577,232.456529448633,2015.27965615984,62.0985785946726,241.335290804143
371.875043831109,-1485.02981136088,1809.78901458276,-857.42787441201,-72.1116056930277,1056.0674911844,567.862639550563,2537.07278115924,388.325343127227,1852.77379324078,175.435802685214,242.746745405785
