aVF,aVL,aVR,I,II,III,V1,V2,V3,V4,V5,V6
-393.598616938697,7800.15134119938,-7242.63660496474,10036.7569689819,4443.0550939372,-5508.82712190637,-8648.32819383016,1631.41787546312,7011.92092306745,9935.75029966168,11027.5796939591,8150.87143496974
-372.503897609011,7753.51665892084,-7207.91990616585,9967.22142033773,4442.70610685175,-5473.68418240227,-8776.10613793873,1417.24285407595,6842.66662949099,9669.71171212557,10861.8259355234,8043.33402637351
-352.461449985196,7684.9218835634,-7150.17036621,9867.96530239089,4426.2160795916,-5424.34014559139,-8904.09439221844,1180.95028078955,6635.85456927042,9359.89347900525,10652.9053510643,7908.22020744906
-333.599720782107,7593.82568078147,-7070.54046127738,9740.40727064112,4394.10128230623,-5359.81050548014,-9030.0172535273,926.837640537461,6397.22036944954,9012.88621356292,10404.5711449715,7747.7956235818
-315.012758403435,7478.82634079789,-6970.16080529193,9586.0752895792,4346.94385164342,-5277.29459372871,-9152.08343940244,658.883403868678,6133.00749440084,8636.31852787113,10121.2461792258,7566.03393707792
-295.573564940643,7338.68768007398,-6850.20519857083,9406.57771959253,4285.42486405747,-5173.96387084175,-9268.80672513046,380.666445409771,5849.1033446488,8237.62936728894,9807.43605840826,7367.31782637561
-274.464591206456,7172.59653979066,-6712.16060040359,9203.85499237391,4210.41623162411,-5047.63023750931,-9378.08311543136,97.0342904641029,5552.41485782451,7825.69900710044,9468.25653338926,7156.72049925809
-251.169419403679,6980.70247810791,-6557.49960682678,8979.79676685955,4122.87629282805,-4897.41698226208,-9478.23324508281,-188.104055014463,5248.27417260037,7407.34036668727,9108.18920188238,6938.0526368418
-226.05942410543,6765.47058035116,-6387.42597619384,8735.8526961137,4023.79949096425,-4725.79962490351,-9568.90526361414,-474.10921202954,4937.13555509257,6983.03960665349,8729.40879563226,6711.16825649397
-199.972140968989,6530.54635031563,-6203.08446355513,8473.34874265478,3914.23464751467,-4536.95561355969,-9650.30947470516,-761.628417189028,4617.36628285336,6550.78377499109,8333.11551572606,6474.3709628897
-173.451834947912,6279.29913652393,-6005.55154317968,8193.62596086787,3795.18758914806,-4334.52906393388,-9722.95538165105,-1051.36544132656,4287.47680054806,6108.30263497735,7920.63513131399,6225.84336440496
-147.246699192083,6015.59450253588,-5795.98462799159,7898.09028844754,3667.74040351384,-4122.86220355483,-9787.46764021985,-1344.23456920069,3945.48949282309,5653.76677178946,7493.07399003611,5964.38285556216
-122.532068125031,5743.83000182297,-5575.94338526502,7588.50243882134,3533.20144699365,-3907.14683867764,-9843.88082411334,-1640.14994148099,3590.23198017918,5189.09515971075,7051.89146562654,5691.73965857355
-100.478827225463,5468.22477993046,-5347.10782634955,7266.79158611139,3392.90485855961,-3692.34830813661,-9891.98869760498,-1938.25433621469,3221.44636203458,4718.02652775873,6598.94350873831,5410.92897384126
-82.3436846929162,5193.19631324923,-5111.03331806528,6934.78227163988,3248.11818807089,-3483.75414070183,-9931.8487764465,-2238.12432759885,2838.20335366692,4243.24130503979,6135.74035966934,5124.33411144597
-68.9964683586724,4922.18299966226,-4869.21468756401,6594.37755152974,3099.95978313877,-3285.27256172094,-9963.44431855182,-2538.37595026915,2441.13202668996,3768.01490690359,5664.40758312927,4834.20051511557
-60.134445171357,4655.93789837843,-4622.94055347695,6247.6120310548,2949.16943960679,-3096.93052367007,-9986.53221071246,-2835.29853833819,2034.84607547167,3296.61831331931,5188.76782720082,4541.99393807855
-54.9184067779994,4393.95292474263,-4373.37470012325,5896.5535011834,2796.28660812937,-2916.95822453023,-10000.8295374632,-3124.24451633691,1625.65455290301,2833.55888146561,4713.31653409017,4248.76961987879
-52.5702141217668,4135.71607102117,-4121.8079436242,5543.37254520694,2641.8892087696,-2743.62735842695,-10006.0745116819,-3400.54075896277,1220.02274413766,2384.00733173223,4242.4506806452,3956.19280511556
-52.1705796613229,3880.32491649297,-3869.42935984071,5190.1793897763,2486.45944269331,-2574.69153323484,-10001.9887033787,-3659.39107440862,824.69115593304,1953.00066137965,3780.64011122526,3665.99703695212
