aVF,aVL,aVR,I,II,III,V1,V2,V3,V4,V5,V6
8670.49058542596,6772.75866736945,-15929.5132725321,15290.8443691639,16725.3821455076,810.841658146661,-18050.2654190811,-11377.2827689218,8240.37101527401,18739.6557134116,23233.430303248,21032.4488439609
8745.97105505313,6608.04608769851,-15823.7125177155,15099.9706767476,16698.7173486002,925.328528610853,-18335.8721577181,-11780.8925154717,7907.03377942353,18334.3734563428,23034.5081075675,20963.749142441
8794.55485833983,6449.36468790345,-15687.4210118251,14885.2460877964,16625.6557255307,1035.47229847332,-18608.3043458118,-12171.1792511907,7555.31145010947,17890.408762267,22769.9303133475,20854.0626225714
8815.75774646751,6296.4718130313,-15523.0003020623,14649.633535944,16508.6955757606,1141.20407253895,-18866.1275284517,-12543.9462600863,7185.97513400387,17410.5820576124,22445.4350704367,20705.9697694257
8811.25322018209,6146.01947309108,-15331.8803365142,14394.1400117889,16351.7797520793,1244.12144114062,-19107.5245221765,-12895.6356689173,6800.91378737549,16901.1396890228,22070.5415390827,20523.5650127266
8786.7414356337,5996.17954931077,-15119.5836512971,14123.1653999215,16163.9356530571,1345.49708664934,-19330.7956172028,-13222.1968666753,6410.6875420146,16382.6382267142,21656.8376411958,20313.4025407818
8747.68871869289,5846.02630716903,-14890.4240224009,13840.8281563207,15952.9524923719,1446.50570115538,-19534.2259846495,-13520.4872019379,6025.85950635483,15874.4685138147,21214.7466296942,20080.9949501548
8697.07702910006,5697.68775117677,-14643.0072293767,13549.1575620041,15719.1370988404,1549.71815906587,-19716.2666504056,-13791.6005155636,5648.68011570248,15378.5478159191,20748.7112656595,19825.1403809031
8636.15430915233,5554.45684352594,-14374.6364658658,13249.6295292522,15460.5042999917,1656.83580287071,-19875.4601088127,-14038.1339588021,5278.37130634128,14890.7881254163,20259.6835530819,19542.6364224508
8560.55790046331,5417.75904454319,-14081.9591292209,12941.7763113599,15173.6746635748,1764.78471545656,-20010.1710234039,-14261.6400956059,4912.08294854412,14406.6413916528,19745.6462861847,19232.4843393994
8466.1597098358,5287.97680218384,-13763.6637063293,12625.4776572344,14857.2000170439,1869.88997054555,-20118.8383724929,-14463.8560698381,4545.08509115419,13918.9972632259,19203.4232894978,18894.0287260726
8358.59478921185,5163.89527514515,-13425.9859159696,12304.1336952043,14519.2276210307,1972.95670229847,-20200.1151169449,-14646.2193875327,4176.57970238517,13425.8488017053,18635.760738114,18528.1713065205
8245.590563288,5043.27095521898,-13078.1555424301,11982.1122382703,14171.2375879144,2075.12848824547,-20252.8143878885,-14809.7150955992,3806.3731941759,12926.46414869,18046.7501229063,18137.0210700091
8129.83046656151,4924.65448352541,-12728.5394641256,11663.6897729375,13821.8380246413,2174.74540646906,-20276.0830071159,-14956.2847160263,3428.57130580429,12411.7403903833,17433.7215151636,17721.0581291036
8013.35586791727,4806.34551727825,-12384.7184839784,11352.0307397379,13478.6972042703,2269.64309200838,-20269.1849544426,-15086.9750331751,3038.67144978142,11874.8207756093,16796.2442614021,17281.9545613091
7898.63610401072,4685.77702840808,-12050.5248156418,11046.5169043661,13146.8676557285,2357.92995077024,-20231.2432638805,-15200.3979408399,2639.3722899549,11319.9916123211,16143.3101494361,16824.8496967309
7787.08592970338,4560.35744174552,-11727.6505272041,10745.0031061735,12829.2388130485,2437.59845001351,-20161.550009399,-15294.3130721702,2235.51093478899,10754.9949291155,15486.2509498715,16355.8804197174
7680.0741205567,4427.18146252745,-11418.7041306548,10445.7779256145,12529.3654451164,2506.720137877,-20059.6597845876,-15365.5703563243,1832.78390296139,10189.3697428172,14837.0223543353,15882.1161195093
7578.68783380022,4284.07243603735,-11125.4093863683,10147.6523891812,12249.6850528914,2564.37945577155,-19925.6061691662,-15412.0198040125,1436.01904976987,9631.14632417451,14205.1915701046,15409.2166325679
7483.01646052493,4131.14811507389,-10847.9251164772,9851.63147614929,11990.2489391005,2611.82019648909,-19760.3124641634,-15435.3711574362,1044.77078909208,9079.37244422764,13590.7608119967,14937.5325293449
