aVF,aVL,aVR,I,II,III,V1,V2,V3,V4,V5,V6
8734.04859862893,6.55954610295953,-8581.71705349381,5644.42604698739,11571.597510445,5834.38872897357,-7148.41982825079,-10197.0768608324,16378.4612271675,15197.4862757347,10322.6788765576,11635.7848342934
8775.84792766286,-64.1194709063234,-8521.21589016141,5538.02762443034,11562.5592999563,5913.78352760785,-7367.51811147285,-10509.2183890313,16313.0435871424,15134.5899405787,10292.5061667199,11632.7938049295
8782.83205298164,-125.760684888258,-8441.29840450491,5419.2102116165,11518.441254705,5960.77317359633,-7596.26890609324,-10798.2949689573,16200.998051086,15010.9698047137,10222.0157593207,11598.9764510831
8752.6463366704,-178.148514209709,-8340.23654059144,5288.39138505023,11435.502327851,5973.95296057679,-7836.32961711187,-11068.1114837802,16034.203158413,14817.958736464,10105.8762127429,11529.6434088644
8683.78187377816,-221.988862353468,-8215.43724423935,5145.93251331192,11309.6017083019,5953.56413585081,-8086.32757600136,-11323.1597143287,15804.7956818587,14547.0402885161,9938.05859328304,11419.2496502139
8575.94745014124,-258.197411312345,-8065.01038372949,4992.28457096966,11139.7319359425,5900.63359923125,-8346.09979363883,-11567.764610621,15506.9302699507,14195.8584619862,9714.89991032348,11264.166160046
8429.07566517707,-287.991293568378,-7887.01690387093,4827.9371903346,10925.2189170389,5816.56857491553,-8613.62873421548,-11806.1590652448,15134.5578236156,13761.5850285248,9432.56331793847,11060.5679750054
8241.82165725739,-312.296309235152,-7679.10082322422,4653.50851926701,10662.6920128831,5701.62773892786,-8883.87167627151,-12042.187600712,14677.2243826473,13235.0135355782,9085.41952359545,10803.1264006431
8013.02440256072,-331.849847720258,-7439.31137924115,4469.6186658519,10349.1521479647,5555.95022300382,-9150.94166600913,-12279.4449724806,14124.3346312572,12607.3631520306,8668.69586434387,10487.2353522648
7742.52376152319,-347.777903486456,-7165.90395057376,4276.92554312546,9983.15297532524,5380.78489249531,-9407.24457551465,-12521.8255600565,13470.9289533049,11871.7292978943,8178.33795272954,10108.7342089563
7431.52147867556,-360.921618495942,-6858.87669113457,4076.46496267271,9565.38223989719,5177.96356194777,-9646.55106715311,-12772.3115039029,12716.232037497,11027.2668384635,7613.94368663287,9666.61510658642
7083.96200221369,-371.195530218066,-6521.22325583215,3868.76893978333,9101.01492473152,4950.06639950102,-9868.57544592503,-13032.6344559684,11858.6887818126,10087.8629384754,6983.30697463113,9167.16244746679
6705.33373778544,-378.161366289665,-6157.63253924685,3654.36848913114,8597.75449569819,4700.27514986319,-10075.4037824209,-13303.2671068237,10901.7313453253,9074.52579080181,6298.37979755267,8620.30205439167
6301.175870814,-381.378496617372,-5775.51732794158,3436.95737533789,8063.55154188978,4431.73332479657,-10268.757481183,-13581.829241768,9864.52591660615,8008.14989082256,5572.13445914642,8036.70293162055
5877.57808194478,-380.342263572216,-5382.76755384381,3220.18139045498,7507.12628298741,4147.86000902946,-10450.4275919167,-13865.9824300176,8768.07049893737,6910.47278746612,4818.26845904884,7427.65774573462
5440.85412866876,-374.811315611088,-4981.66491233962,3001.12285543476,6937.03551370363,3852.56637151883,-10620.2327504287,-14155.813077165,7619.6122498039,5800.10709909896,4048.05887577972,6802.57040834437
4997.29253181133,-364.806228262389,-4573.96443488235,2776.61387109277,6361.5224824681,3549.99706829604,-10776.9235846424,-14451.1647966941,6425.33616750188,4693.33638564799,3271.62956657111,6169.84746671432
4553.75521041343,-350.281823195986,-4168.66506854868,2551.6931962424,5789.73801896827,3244.52513284428,-10920.5138025774,-14752.3979573885,5198.31508604671,3608.8463268674,2500.65797970232,5538.97983213276
4116.58225708833,-331.582489302218,-3774.58130781821,2332.07190364073,5229.83364312024,2940.50722951988,-11050.4301530694,-15056.2845612763,3955.44812932181,2563.72191567701,1745.81852785259,4918.7323254975
3690.46581310541,-309.948185490934,-3393.18552395468,2116.85312695419,4687.0817426718,2641.98722093055,-11164.2099481902,-15349.9643048614,2719.87493164773,1568.66858554127,1015.32942445042,4316.04913969933
3279.22882053693,-287.002342007104,-3024.5774651378,1904.63294095152,4165.31598208238,2352.75073262569,-11258.8199318419,-15617.4317161642,1518.70035113858,632.549915135072,315.923132560148,3736.72749615165
2886.05402801646,-264.351566166533,-2671.11856912983,1697.49269083995,3667.4751137103,2076.20534040842,-11330.9162115856,-15843.8083506339,379.047812867609,-233.793090296644,-347.757979409918,3185.19813045065
2513.77719418074,-243.677696879083,-2334.90145138353,1497.54683178625,3195.96944261353,1815.56181510058,-11377.3030321757,-16017.0604264825,-675.399015002213,-1021.22858196467,-972.160607531238,2664.67500982674
2165.75011387893,-226.476940609277,-2017.8065601086,1305.76137607375,2754.09352975531,1574.064850095,-11396.2489694097,-16133.8212195148,-1628.35864005224,-1723.95340516658,-1553.06354183711,2177.97628974924
