aVF,aVL,aVR,I,II,III,V1,V2,V3,V4,V5,V6
3244.34752608287,2439.32715886961,-5590.09509115347,5316.99272442992,5928.78477369405,657.800647912164,-2230.85561959178,72.5244410842238,6200.37932133788,8183.14394341099,9199.88048324435,8562.86777501071
3233.580425894,2431.62884751707,-5561.69090152339,5287.87906044489,5899.33218094107,657.050773539742,-2357.5169550893,-110.590425560195,6031.18075630363,7951.97685846554,9049.93553479826,8488.80186664332
3197.37784333071,2428.39799407783,-5513.66043512971,5247.01377131026,5840.06640399651,633.97360332013,-2479.61093921768,-299.042105237786,5829.84261527429,7677.21069518657,8853.39596777213,8376.82455832171
3140.02588752077,2427.72093920583,-5448.198230431,5195.45731761093,5755.26705843143,595.607731394045,-2595.451161558,-492.697956753013,5601.51562484668,7368.89514101075,8616.00871677049,8232.24740292002
3063.9553123396,2428.86917949488,-5367.23953880571,5134.48045976631,5647.84480894701,542.534967199215,-2707.62186524153,-692.366620715299,5349.45919462161,7033.92736708028,8342.51713270231,8057.8587320372
2970.9608614361,2431.31439334034,-5272.50500147029,5065.23604580403,5520.21220954587,474.383867063674,-2820.40518254386,-899.256985896214,5076.12303959297,6677.6369877303,8037.34923557602,7855.45795529615
2864.00853882108,2433.92639443418,-5166.20753729199,4989.05306183743,5376.00449397857,394.475848352641,-2938.25807966431,-1114.91103231669,4784.7547389333,6306.70355357878,7705.54531222582,7627.67844542631
2746.06141907661,2435.39081177893,-5050.11561027456,4906.74538054606,5218.46030971659,306.359833321307,-3064.24030600293,-1340.20545674993,4478.795270744,5927.35438986447,7352.46846198923,7377.44340012979
2619.70019612558,2433.89949529527,-4924.63196984155,4817.64237558022,5049.48612406951,213.007246208969,-3197.19935249206,-1574.25431960846,4161.86317221498,5544.45358505093,6983.72343054511,7108.26366247271
2487.46851691036,2427.45056960599,-4789.60839564688,4720.48174971411,4870.5176040698,117.720830016958,-3335.23613288711,-1815.3786652401,3837.57192226455,5162.05912371023,6604.78998015073,6823.83606284319
2351.43909685956,2414.71357239059,-4644.79408798289,4614.11647450613,4682.28615441253,23.0332770446839,-3472.82923553714,-2061.2213846771,3509.31243187808,4783.4926615309,6221.27715728484,6527.66528650335
2213.40740144784,2394.26253785323,-4489.86603400459,4497.32817218082,4485.59257981657,-68.6022283478853,-3610.22273027332,-2310.00671205417,3179.45775963623,4410.37984122182,5837.10106810216,6222.15173523829
2075.57777138453,2364.13237924211,-4325.03142539914,4369.36935026156,4282.72762006985,-153.797769129055,-3747.57053374109,-2562.30267841555,2848.67070770843,4042.45816806957,5452.83384256387,5907.64769346098
1940.03970508934,2322.4089211998,-4150.82866817796,4229.79598050366,4076.37539896307,-229.154105498841,-3887.26587085885,-2819.30060867342,2516.88863013165,3678.56310063121,5067.59929254729,5583.6938639227
1808.00278422202,2266.98075516134,-3967.58376203736,4077.69414848501,3868.74265056696,-291.476907236312,-4030.85508506557,-3082.0567633133,2183.48219521249,3316.18741327018,4679.34376335379,5249.36828349611
1680.76704582781,2196.68079379726,-3775.97969717649,3912.77464723704,3661.74897713474,-338.444149205883,-4178.5976706177,-3350.34608745957,1848.61493129958,2954.0430542284,4287.18810066251,4904.98290146765
1560.17225315915,2112.55217308385,-3577.51466073783,3736.14410610068,3456.47470173187,-369.773827599261,-4327.66107188278,-3620.43756874162,1515.19202157258,2595.10248456647,3894.86319520762,4553.60127208252
1447.93066543615,2016.74283166848,-3374.02966826718,3549.56079984412,3253.4926292281,-386.350326973816,-4473.83155450003,-3887.14967227659,1187.1005158603,2243.84547710147,3507.71344438501,4200.36255492996
1346.07534517455,1912.25470252433,-3167.5026145421,3355.62486043627,3053.60855377843,-389.608643611124,-4613.72961782908,-4145.51289139602,868.114558022215,1904.99108337073,3130.97634458217,3849.81066273155
1255.43204228375,1801.75408305321,-2959.96064799003,3156.61785139245,2857.37985795917,-381.267645133677,-4744.14201854258,-4391.19508119601,561.336750978954,1582.19598218339,2768.61418283058,3505.93932076835
1173.82622318905,1685.85621701422,-2753.06603887662,2952.97813241428,2664.87256664281,-362.518251135017,-4862.40154197682,-4622.19710020739,267.442175056291,1274.84861747687,2420.13493818898,3170.03599507482
1097.88216961227,1564.55631085408,-2548.25070739209,2744.62734802548,2475.98106122578,-334.563581232236,-4966.54667433403,-4837.74546128512,-13.9345677814034,980.736323395279,2083.30017043881,2842.17154740472
1023.73090304583,1437.80036931053,-2347.03696088775,2531.48109290463,2290.32511450361,-299.056897869448,-5054.45817931126,-5036.90037800517,-282.71183739856,698.541450718744,1756.69234295987,2522.73049831507
948.279147748441,1306.56305466838,-2150.66935550093,2314.30910642273,2107.60338235402,-258.158843345192,-5124.72838780039,-5218.85060934309,-538.69658773757,427.526028155756,1439.58685563909,2212.36105721515
871.535711926619,1174.76160907143,-1959.83682015988,2096.39308412553,1928.14529811884,-215.018157134209,-5177.68364764137,-5382.49682103884,-780.925829584131,169.108287294026,1133.71880607171,1912.89912529716
794.766962564953,1047.36070744433,-1774.95510063099,1881.99138425712,1752.50757736376,-173.100314943137,-5214.54952069878,-5526.77505398392,-1008.12469556546,-74.281090250955,841.938615011203,1626.61022355093
719.153908455916,929.123319343433,-1596.25124282549,1675.17659348051,1581.18823414528,-135.485630340414,-5236.81241502775,-5651.25067950521,-1219.8241685575,-301.440101579167,565.912444569396,1355.13900356514
645.411333906348,823.655681939267,-1423.84212221918,1479.28374493248,1414.65539055891,-104.778738983302,-5246.52137768923,-5756.18799801954,-1415.67220334359,-511.134274980191,307.198652233861,1099.63125334632
572.128578882117,731.420915519132,-1258.05427385744,1295.56347101621,1253.08259489387,-82.6735904728744,-5246.0012374976,-5842.68559035137,-1595.03436706156,-701.580255122289,67.4249576019951,860.397360927078
497.192446742292,651.276681368656,-1099.23433030063,1124.08869177344,1096.51091743386,-70.1001875869442,-5237.57025276238,-5912.0977009165,-1757.47943907621,-871.292168602882,-152.221752978556,637.218746004817
419.316733051819,581.743451679481,-947.456042212966,964.578833247412,945.143471245413,-67.6178912234498,-5223.89376914505,-5966.88047106224,-1902.63560720446,-1018.65839918943,-350.308326522185,429.85835297607
337.83228028749,521.530676959626,-802.83804890442,816.832813139241,799.150568663613,-75.2362611035287,-5207.06007434949,-6008.11939931938,-2030.59267290665,-1142.90772876143,-526.114564836376,238.084810689886
253.481212187797,470.9437095523,-665.656694468541,681.533901448209,658.589897306148,-92.2885623477071,-5187.47354109762,-6036.71681235377,-2142.69071461798,-1245.727569906,-680.989139373246,61.8684607590133
167.77748592274,430.752957153746,-536.220246824416,559.566887309397,523.499368826549,-117.644020675791,-5164.78694169594,-6052.96533909824,-2240.85198580854,-1329.94388082999,-817.221755084103,-98.8055645556487
81.7511773721535,401.377640357846,-415.064022036338,451.879490828276,393.819373767412,-149.957456988175,-5138.54616945562,-6057.06443534432,-2326.89542190054,-1398.27565131436,-937.165545268675,-244.122858007637
