aVF,aVL,aVR,I,II,III,V1,V2,V3,V4,V5,V6
-852.190397486034,1646.1409380616,-1015.81548554876,-987.137927380672,624.600667390278,-2499.31357312387,-242.187480339625,4092.45594179839,-2350.01800261096,865.326641175278,609.03494285077,-51.1161644645827
-881.540706169301,1660.68049003876,-999.694507308971,-978.643856993123,593.143991425895,-2524.070129867,-229.402842263955,4102.78219853864,-2338.48633438575,860.204602354467,602.320672604835,-53.0065410410376
-916.518764913515,1681.64696838373,-983.314081612503,-969.65241812361,557.901387654569,-2556.40326234034,-215.389980280746,4115.79255769659,-2326.34427063078,859.383841843531,596.023042304525,-52.3804579983926
-960.719805258626,1712.2541142961,-966.831580576843,-960.267296635552,516.923833161754,-2601.28879718161,-199.826002607063,4132.28056300304,-2313.69197255383,864.673504793105,589.919191438828,-48.0927393295862
-1013.71717577658,1750.68848843257,-950.240159122991,-950.584151970822,470.39018281369,-2657.79912014115,-183.05341935204,4151.60374597414,-2300.62274574377,874.752584772892,583.947404363909,-40.9789790569781
-1073.26113132824,1793.01288697514,-933.450319905525,-940.741785776173,419.44013013131,-2722.36458494565,-165.740434779103,4172.49520084424,-2287.27605776279,887.022752541456,578.081723829182,-32.6954111020038
-1137.67026872169,1835.56444098879,-916.496210683355,-930.862075478427,365.103311907141,-2792.27214871512,-148.484114501218,4193.77699655974,-2273.78354625678,898.738167900284,572.259901984785,-24.8997135526499
-1204.73872409437,1875.34319638715,-899.440587836482,-921.018236654807,308.838705897947,-2864.43377579439,-131.728437224004,4214.45229293607,-2260.22663008468,907.642353109871,566.393865970237,-18.944940182338
-1272.30393567089,1912.35400737044,-882.333578139821,-911.233828326334,252.165231325505,-2936.54555856013,-115.453189081309,4234.38144145837,-2246.62522405315,913.83728681726,560.326951793524,-14.7938768676399
-1338.46128356159,1947.94550654686,-865.234436095514,-901.50449826238,196.499628148534,-3006.93536379872,-99.4263872732286,4253.8254463533,-2232.96650558338,918.421709087944,553.880271796091,-11.8099229611586
-1400.07931070029,1982.53075788875,-848.166042689242,-891.831329934607,143.960040715551,-3072.30023189461,-83.5396610858759,4272.6941272688,-2219.24294558364,921.972536642923,546.838014590833,-9.71286115092397
-1454.97416904645,2016.40805468358,-831.129932863541,-882.214812234098,95.9864055247278,-3130.3208506654,-67.7211326791869,4291.00131159753,-2205.44352123586,924.943487623073,539.097453837592,-8.28178928161577
-1504.1425631946,2049.46240149116,-814.135967232406,-872.663436705706,51.9077141471093,-3182.07870002495,-52.0174984923563,4308.98791335137,-2191.5642561846,927.154928697648,530.827202171588,-7.59349187424704
-1549.76786582587,2081.30236110017,-797.191014680569,-863.188687430484,10.2484748963921,-3229.88522693384,-36.537801178698,4326.92803010108,-2177.60362126709,928.110750815903,522.296447081416,-7.88912672746051
-1594.48823561089,2112.24456429316,-780.296247764241,-853.78374029462,-30.7501547766904,-3276.72080038015,-21.281725246796,4345.36857495661,-2163.53873134874,927.832321662568,513.831139722063,-9.08342115334955
-1640.55314137681,2142.72684014824,-763.458088322756,-844.441166630015,-72.5737098031416,-3325.17600508465,-6.22335544893656,4364.73967557456,-2149.34659267772,926.459001289372,505.643078629602,-11.0499277072398
-1687.6570240842,2172.80879291275,-746.692302229872,-835.168432838871,-115.009583746069,-3374.95283780513,8.64079362831745,4384.83785108785,-2135.0238205145,924.054234295823,497.556738346745,-13.8164268480111
-1734.47021562049,2202.47795617493,-730.016507220525,-825.97695787351,-157.16257639385,-3424.61232321614,23.3196996924737,4405.23827992226,-2120.57334478373,920.714463979374,489.24859480687,-17.4305604329862
-1780.17420975777,2231.60327664629,-713.447218148724,-816.880715591167,-198.481736426359,-3473.24483477515,37.7962838053172,4425.52351923788,-2106.00111248031,916.398470106562,480.406139798699,-22.0187620567212
-1824.08540812939,2259.9733831554,-696.996092365276,-807.89440683121,-238.511512963027,-3520.06140622619,52.0420068624487,4445.32937380269,-2091.31631442889,910.993822925337,470.800446489226,-27.7212118711273
