aVF,aVL,aVR,I,II,III,V1,V2,V3,V4,V5,V6
0.123384526437739,-196.368821750952,366.261282271969,-294.513230148149,-272.859988511079,189.961842198075,841.947281117857,360.229068061315,-1435.93203014839,-928.197776793896,-1370.03512211977,-2836.05449267719
4.55932755023868,-196.679355991112,356.103733775621,-293.448450947819,-263.564026173385,188.841742802828,828.264057817639,352.871420426968,-1424.63506465391,-937.21536734227,-1371.25296312951,-2835.29287419785
3.30967414672806,-195.811365383309,345.524220048628,-291.5769569094,-256.125895635469,184.15847164834,808.989071344836,342.695242941977,-1420.51754689612,-951.936254800952,-1375.39582694158,-2840.84738126308
-5.29503462939098,-193.670868560757,336.901523701155,-288.795124689933,-253.242631027084,175.97851968268,783.753961700554,328.3714813657,-1425.36424836926,-974.461701014954,-1382.35291384121,-2853.16160115742
-20.323787747456,-190.265606167134,330.101488768721,-285.24710883775,-254.665206182692,164.391631643927,753.302943242722,309.577380685838,-1439.02381189574,-1003.22607513484,-1391.87138642656,-2871.58074975383
-39.6896844322027,-185.659815914689,323.867405822605,-281.195718660364,-258.776278456928,149.538721655656,718.88679063048,286.549379227596,-1460.31062552267,-1036.00242264505,-1403.61609975438,-2894.94561231153
-61.5589232360979,-179.908546456616,317.724356955413,-276.861717209378,-264.869150975766,131.696565090871,681.840641591428,259.031202333264,-1488.80660362461,-1071.58349669431,-1417.03019957974,-2921.74105005616
-84.4658493622936,-173.095162979933,311.549828185944,-272.512329851137,-272.577580175329,111.135256786974,643.307544757501,227.030091772715,-1523.82858043265,-1108.76734642066,-1431.59565293994,-2950.36416907911
-108.399184107464,-165.335863978288,306.121186807324,-268.466171780634,-282.414291055703,87.9811901323578,603.537731845386,191.149863527479,-1564.10248198112,-1146.65867450337,-1447.15995123169,-2979.83589174517
-133.959666228173,-156.75288830448,302.595771366042,-265.009965443256,-295.282621635431,62.365857502903,562.523221785371,152.26742431685,-1608.2098216999,-1184.58487208766,-1463.58986399484,-3009.28007085632
-161.214027134901,-147.497034165798,301.418516042122,-262.441476674244,-311.253860674149,34.4936729140739,520.579044675774,111.934280671615,-1653.99315380826,-1221.61252463444,-1480.60188585035,-3037.43412597534
-190.006806951914,-137.691546735772,302.727166815218,-260.934575448688,-330.09865117766,4.66479361400718,478.309083317437,71.7203135584206,-1699.55798770562,-1256.469905955,-1497.70113294413,-3062.88257890099
-219.684636664378,-127.358820469864,306.367447209742,-260.338420057227,-351.448143812337,-26.5775382714348,437.058532557316,32.1678361800765,-1744.51026217445,-1287.10418142331,-1513.82394228935,-3083.83359631952
-249.322910362911,-116.483515600424,311.914361623498,-260.350918932326,-374.715055264912,-58.5737064535571,398.513868166985,-6.44437292977852,-1788.97151462789,-1311.17521376765,-1527.65968379552,-3098.3462724931
-278.372971179063,-105.052403083228,319.19996316178,-260.678926784683,-399.575325861635,-90.7512844723875,364.001715638264,-43.2698906784316,-1833.17747459592,-1326.90994248455,-1538.15206078219,-3104.96730141964
-306.345520159869,-93.0580119366147,327.900850621432,-260.985220973352,-425.549378345062,-122.491411775731,334.862094425099,-77.1046975651287,-1877.11198383881,-1332.51041062184,-1544.18411770081,-3102.21609652379
-332.640134682511,-80.5507645308404,337.164489332692,-260.95417967217,-451.573043814878,-153.072721958444,312.573516157086,-107.027533016844,-1919.49715823561,-1325.86951031767,-1544.46816698129,-3088.20407173898
-356.719705097449,-67.6077818038963,346.020014086602,-260.317491388295,-476.421258847753,-181.810272689873,298.427157201,-131.833700601921,-1958.59126652125,-1305.15265319359,-1537.86819675341,-3061.22573366458
-377.995179834686,-54.2782335023251,353.400974043052,-258.762631268535,-498.751959596799,-208.035027936303,293.647679147906,-148.506355578373,-1992.93147276333,-1268.67314873423,-1523.31970476363,-3019.79939986453
-395.99734324316,-40.6302575148702,358.493608749161,-256.084245870903,-517.478876144241,-231.253405477893,298.978999187321,-154.548206653874,-2021.32058877623,-1215.64955219103,-1500.25637572171,-2963.20443055652
-410.665065931173,-26.7693851366805,361.348653574063,-252.355197458761,-532.383281979882,-251.406619998322,314.044261950213,-150.924555225318,-2043.31504280413,-1147.32037305576,-1469.25675815748,-2892.40786965798
-422.134815315875,-12.8165174524515,362.401193488843,-247.775561659722,-543.639557161219,-268.654697177836,337.866541891404,-139.625886579264,-2058.89210036426,-1065.97940586393,-1431.49142136651,-2809.27735324168
