I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-225.84943776664133,-70.99945757913056,68.74851095463453,211.47709424536288,-134.6120126320067,-1.4869440610793943,-93.19820953825393,62.42120955441724,-344.4071631219704,-330.39803819563673,-826.0471399744898,-839.5125586110364
-226.0510725070496,-68.50187268554873,68.53902757753431,207.57828701769415,-139.87213924215757,-2.3167067319478205,-155.39600510628918,62.77801677129338,-340.0716179403712,-437.1564010059483,-870.5392481796417,-888.1612303354099
-224.5975804718327,-66.29496009027649,67.48956299094372,203.7005324813657,-141.562550275523,-3.3524669876877047,-166.3602274279827,63.28598086424796,-335.65105383203684,-493.2007192956377,-896.7830738139465,-926.5250925517083
-220.48220286727582,-66.7019385615617,64.77005877381903,200.55609471816553,-137.27078999055365,-7.464921431495808,-151.60876206491673,63.93298667155665,-331.16530380019367,-486.66512098531047,-885.8229344281526,-906.8226886259843
-214.28446269781836,-68.09356948500434,61.528675111486365,197.46336094186012,-128.62269119863447,-12.842459496196094,-103.66150410271484,64.70962746792317,-326.6361182025364,-419.617603017235,-847.1246276591901,-853.0045498696228
-207.20310281740444,-55.53976719788078,59.52115738228167,190.56097339181025,-118.74335980037849,-0.44732955319063095,-59.98233228503754,65.59809258978399,-322.08574863586375,-360.1905815677191,-814.8241225110268,-810.7011439970026
-200.47773408281537,-60.367688700375886,57.55873792196729,187.63675828868585,-109.10090567252394,-10.618689098472958,-26.812275184889526,66.58451201243986,-317.5386821961649,-301.34591771639634,-790.7128446961078,-779.1194583069067
-195.1171988606892,-61.22666715995356,51.96609683834072,185.37329865730467,-99.41243270691884,-14.000074274369386,-0.4902412943992908,67.66453407513572,-313.0182692546871,-229.81431020603557,-772.4435433288485,-753.1714797917941
-190.98953114565256,-70.14792901961827,43.145724302265705,186.3878220507265,-89.71908430697073,-26.480832658348742,18.473817590373915,68.84209727849073,-308.54220916856633,-154.93235777989378,-760.9162077031082,-734.9856876214345
-187.47081413098522,-31.477915594727357,65.68142728896157,165.7906379078185,-97.99821105073386,12.733437764453774,34.24501860127129,70.12613568878353,-304.1266529586416,-81.35312555942552,-752.2204310173513,-720.476131596401
-184.1893381042489,-67.21889256420016,41.66040694163061,178.6315776645972,-81.0206993719121,-29.276869829932497,50.77979641786752,71.52464890605825,-299.7883883899659,-13.687849442814185,-742.6267920634169,-704.9878787204311
-180.82586247609402,-53.56137583210567,48.10094953339924,169.43016162479398,-80.6818952587553,-17.245902477167498,69.4894314740689,73.04568111983977,-295.54509594777437,41.80371413026431,-730.664491955702,-686.9382948650439
-177.33975033297006,-47.05380520537252,49.907406052991725,163.56483547206574,-77.96254734080279,-13.02491196227658,88.95926383703846,74.69620491399299,-291.4190676605155,85.57461744335811,-717.3782405699004,-667.8961330479782
-173.837432498608,-48.387060379652546,47.150731119635864,161.49422852814357,-73.42276831789543,-17.387950169664105,106.86789100515745,76.48265229852733,-287.4339029939812,121.43085808202677,-704.6521796923679,-650.3328248632415
-170.20278112350206,-49.52429682785133,44.31912545655367,159.53008311486576,-69.52315920286784,-21.606033100415157,122.86564730395622,78.41411264792755,-283.6091198452588,155.19013450601742,-692.632672436921,-634.603675791848
-166.25999840715951,-42.65672699922946,42.826098477470055,153.4514514255326,-66.89474392273253,-17.176046054883358,137.22912520756861,80.49956046882856,-279.96358134705633,192.09346926977406,-680.9021985547821,-620.3971559816343
-161.8522143022768,-42.12600196270206,40.431540670503296,150.80380610662235,-64.43594627784603,-19.811906836986942,150.27728595335134,82.74529867808981,-276.5168646834642,230.95437671977587,-668.9922127821383,-607.3586832254772
-156.82092440591984,-43.31986495929276,34.76401975414927,150.391564249716,-61.10688122903558,-24.026034947750098,162.60766634416558,85.15628488287552,-273.2857707409282,268.21096393584804,-656.2096569404039,-594.8386774104799
-151.08318582075552,-49.81841701437953,26.21186786347204,150.36530515273677,-57.13346144468323,-33.83928754863876,174.30848935426604,87.73627861420741,-270.28505219346425,301.6052303537222,-642.3371310610893,-582.7305010504627
-144.64638819470187,-21.25699119707768,29.926083311297965,134.97474349988258,-58.268718680899646,-7.593290179636142,185.18121015607832,90.4876595908579,-267.52312389203183,329.26418540538685,-627.4935025638988,-571.2373070408063
-137.60598507460176,-46.65331449559032,12.367567581535315,145.81466407758123,-51.965280074040976,-37.07574708142998,195.10710588419832,93.41207764900369,-264.9953265628403,351.47865159711694,-611.884717560129,-560.486099107242
-130.11574437232233,-36.5492038640786,7.139669555460637,139.07237103154588,-50.77736314309647,-29.96119538499029,203.92605789973595,96.51033839037756,-262.68967911441473,369.6141869527548,-595.8389226870706,-550.6532608724234
-122.36178080372312,-31.680216621605084,-0.5700445474385853,135.13915661053608,-49.143873160163636,-28.22984017631247,211.52651606286327,99.78234317272855,-260.591968627207,383.7729674771682,-579.6822146781524,-541.8639941036867
-114.52798127912652,-32.30272124655648,-10.359702983863809,134.75529163564894,-47.16713012738766,-32.07702574460369,217.8882575875029,103.22715932710096,-258.68453636791986,393.8843388032062,-563.6766310765328,-534.1506706174548
