I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-284.2562369086463,-1686.930469575828,-1877.3955015189156,1027.924444642963,755.8389078267776,-1849.3128875658788,-1738.2952689875215,-1872.8745509907449,-1496.8296719539185,-2167.840759793545,-1764.5954142883206,485.8291957790735
-315.9287575063526,-2044.3907206772835,-1904.9274764286731,1219.3441430996693,762.0200301903697,-1942.2537072066912,-2780.7102891424934,-2782.816572161536,-2251.189888302028,-3356.940327585457,-2059.156330783272,1444.685850487509
-337.01243000910495,-2344.2795618656965,-1927.1893045598586,1372.7404454023024,768.6038412393243,-1999.9268236815042,-3753.5920814627784,-3644.9179294172377,-2934.100513117489,-4354.3243481488835,-2328.2904313647687,2290.382816659385
-342.78529859059853,-2629.8262130246794,-1940.7877229959097,1505.7887160592988,775.544850908848,-2052.767576956493,-4638.985776110021,-4430.53407954633,-3519.7736100775464,-5126.381404024133,-2555.6569359720743,2980.9551073814496
-333.62215959218145,-2831.5642362074873,-1945.5083663492237,1596.9899479289086,782.8577167628475,-2076.2113331548017,-5460.808456134534,-5152.711297410207,-4032.2675475072288,-5722.971848350507,-2769.710396186177,3490.8525945148426
-320.57837542763843,-3020.289238297484,-1952.8422088040688,1679.1274837968379,790.5212972111146,-2107.527663638169,-6215.092134985154,-5822.83339581922,-4481.802481690987,-6162.981844711219,-2981.6148647852515,3898.068546948683
-301.2199557278166,-3139.6702991432194,-1943.722289173552,1725.3905219717367,798.4863222444046,-2099.961186723432,-6889.602831661717,-6450.885297995169,-4880.816389890207,-6460.920757685105,-3181.7987458671982,4193.620503114803
-271.6430744706686,-3253.698231809311,-1964.479320764513,1758.6682792644367,806.7077050316865,-2108.972882835232,-7408.5191778469625,-6923.465266453557,-5138.274102167476,-6498.783702188166,-3316.09312038208,4357.033008183816
-236.63411570444842,-3283.0166106545744,-1955.3958395535333,1754.6481263389715,815.1727758506006,-2071.5874120786852,-7767.614554688571,-7250.473443587991,-5274.988750927636,-6318.971590292444,-3395.7347136195367,4367.6932232617055
-201.42009900209646,-3251.409012960987,-1965.517828110271,1716.918225722758,823.872881207787,-2043.9597794579797,-7977.754300109444,-7445.814849047102,-5316.322940605045,-5982.632442536462,-3437.315373042089,4220.945537151037
-172.66227964031415,-3173.6510460024933,-1973.8628838368586,1662.3029550310648,832.7811075626881,-2016.027878899446,-8046.797105301787,-7510.149271988933,-5265.312458465019,-5510.498008211149,-3442.982849042046,3954.2465454651556
-155.82892564028626,-3084.4638878556157,-1981.0876077263772,1610.7823084181741,841.8444021725444,-1997.030232414907,-7977.967761787672,-7453.547500882795,-5129.81377627888,-4927.070451201353,-3416.40729792447,3613.7099108746415
