I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-527.6373395902564,-1678.329010491402,-1184.4948467627535,770.7184303898612,188.16235952146073,-1423.3628108954713,-74.7833843910889,-612.4379001815043,-1520.03274054673,-1445.91623650801,-1362.1257167804285,-992.0569244548836
-531.9346958354909,-2204.359870546645,-1660.4761294701002,781.2720264355544,197.71573352582743,-1927.0976999693326,-442.77982236414385,-610.2987659788615,-1521.0919645302638,-1460.1827446543748,-1479.0055058181736,-1094.8522504229102
-536.2191790928749,-2678.7198276515755,-2076.759164941647,792.0091422745002,204.7174587015636,-2374.245457296248,-782.301187541201,-606.3721780566336,-1519.162592794741,-1475.958339869971,-1595.064931079874,-1208.483519500413
-540.9606339737978,-3065.3050906938442,-2402.9973071495647,793.1552365427931,209.25015700893243,-2735.1037073906064,-1055.0209690987683,-600.5702281378442,-1512.4902582068846,-1488.8052571584,-1678.4209940058936,-1284.6365810162386
-545.8973102456466,-3323.5679944978287,-2603.0050523810355,788.8150117168001,210.18376262384493,-2968.949263315129,-1290.68751920685,-592.9088785084617,-1501.7864997117108,-1496.4870421298401,-1753.0950526801505,-1342.2667847784248
-550.7084984058873,-3655.804732534731,-2858.5091947399824,786.767750779368,209.23874567580364,-3268.2786302323257,-1477.3987417346088,-583.4698916251776,-1488.7888439007031,-1498.3138193580653,-1820.4843535756545,-1399.8785662458024
-555.4699239010944,-3964.543143828568,-3084.1881115777956,786.9016528952855,207.4322185911342,-3539.6462805396686,-1626.7821315452834,-572.440389669817,-1474.9675558393924,-1490.4824353560577,-1878.5085056057878,-1447.97709888534
-560.2624317069588,-4157.128000510525,-3202.342936218046,788.2186460968063,205.49677776883965,-3699.2136887095285,-1700.730737379839,-560.0111569636356,-1461.4991184175776,-1471.1099055546863,-1908.309446871074,-1470.2067562413793
-565.0341067249268,-4245.552773896825,-3225.621503756892,790.4451870888789,203.68749310677583,-3758.3240591747117,-1702.8820597871343,-546.2424910708664,-1448.277498811191,-1444.4210062766854,-1911.7064937199875,-1469.9995985470075
-569.757685392538,-4248.28769748022,-3172.8916362318314,792.1076584745429,201.9545272591855,-3735.6484674538515,-1640.8424774590999,-531.150531734642,-1434.6067179483593,-1416.5302384343024,-1892.941653981099,-1451.6535120212573
-574.4286204243639,-4180.397224494479,-3060.9828540460862,791.7366886297701,201.0111621722598,-3647.173725389547,-1530.6154704673938,-514.7834539393295,-1420.2495666562697,-1395.1920611248258,-1862.5096872525498,-1425.566937268838
-579.0292343681488,-4067.3864176818515,-2915.0608754982786,788.6477984902045,201.38086219935153,-3518.317775732817,-1390.7840785880378,-497.1695793702473,-1405.048045932702,-1386.1296916700146,-1830.980842619275,-1402.1620810631337
-583.5415348877838,-3909.3565035105703,-2735.470823392755,783.3816699580307,202.5137483255748,-3349.49232414575,-1224.912695763394,-478.32600463403315,-1389.0080943674059,-1386.7213086009242,-1795.0286494587233,-1377.7099588322994
-587.9577502823098,-3695.0319349137967,-2511.60937916047,776.9629245238289,203.52160579998278,-3130.017033664265,-1030.0228565792959,-458.2670137741726,-1372.2611529725405,-1391.098381000656,-1746.8615829638695,-1343.8391096711184
-592.2894671118755,-3415.854167477105,-2234.549340403826,769.957898184301,203.3452845638895,-2851.6096514717347,-797.1667143883325,-436.9643504603705,-1354.6553744033756,-1393.8354451864725,-1678.6473077467417,-1292.086484716217
-596.5427430292004,-3068.8626187547384,-1900.731509053232,762.8712658565219,200.99720918259572,-2511.302441218501,-519.9326923640876,-414.3972906315637,-1335.9770188805585,-1390.55248540621,-1586.1374053021077,-1217.3158754279373
-600.6911769143616,-2672.9475470440125,-1528.4945326453133,756.1576098217965,196.28767857773033,-2127.440531418665,-212.53709541235423,-390.61029549301907,-1316.1479108468086,-1381.8837279282427,-1478.6564453065344,-1127.5524795241415
-604.6398761149809,-2255.439607924854,-1144.3310700161542,750.1290733170665,189.38000507618935,-1726.4800560981594,104.4830703342093,-365.6677781669963,-1295.119795240573,-1370.6567524932004,-1370.4417082584193,-1035.705831687514
-608.3369761356785,-1837.2763819352162,-768.3364202296466,745.2981859934331,180.3047983623526,-1328.4333417817568,417.36533914628507,-339.63171343856203,-1272.8978326042673,-1358.289748504622,-1273.3314738511888,-952.3702238648051
-611.8758724106391,-1435.6770001703892,-416.54823198465937,742.0640403113811,169.18121498932666,-949.5959680145745,714.5359596891146,-312.55822922120285,-1249.5507545198236,-1345.801034780031,-1195.8138283923777,-885.1951240132775
-614.9266644797292,-1057.5690905386132,-93.73207332398006,740.3354357935332,156.13330743869253,-596.112890068142,991.0042108642792,-284.4652505084448,-1225.148944880573,-1332.934407243017,-1136.0943887071342,-832.5488093366638
-617.0947771405392,-703.9789421569302,201.64509461688922,739.8174555216586,141.29792543308724,-268.28014925148045,1246.108555397062,-255.35307040413244,-1199.7775891697058,-1318.743828333322,-1087.4972129017408,-788.4155512169173
-619.7350639350725,-380.3015465134565,466.5273050488037,740.1591105074186,125.03867685945605,29.19774746122913,1475.3914249646932,-225.23110412058116,-1173.5642130457666,-1303.342159184114,-1045.976769970986,-749.3632194452052
-624.1775058854172,-90.16259125075747,699.6599293509615,740.9389992118846,107.77860641761413,293.49207591306225,1676.169456975081,-194.10729220336208,-1146.6314011307682,-1287.1534560954392,-1007.4409720518959,-712.0716616167455
-628.0995860428259,167.17825224496346,904.1671746851715,741.8506088563627,89.82883056202124,526.5068198998943,1851.0173850180254,-161.9920017980784,-1119.0554504323889,-1270.5521529095665,-968.7881276446525,-674.2137938968425
-629.0638734061594,393.3476358888056,1083.7355702143516,742.655443908806,71.49718871513932,731.0410641863197,2003.7210003625482,-128.89616821551104,-1090.901828571002,-1254.0228553410113,-928.250259837561,-634.7095621862815
-629.3187365303289,593.6005399860505,1245.3840729091535,743.022524083757,53.11949627888034,913.2757838377507,2140.4392349993004,-94.8200506998006,-1062.2433894327755,-1237.7675452892897,-882.1012127847498,-590.7278309449591
-631.47259810479,771.2090094273118,1393.5888195559596,742.7193053626494,35.02248804842441,1077.116544447713,2265.2316154460423,-59.762082200922904,-1033.1567872300843,-1221.807947997793,-827.9820671040267,-540.5297370000269
-634.2333562003895,919.4986263092204,1521.7550762857645,741.7691108549309,17.578586790204046,1215.9051146430784,2372.8171635335507,-23.723690249799926,-1003.7467074950498,-1206.1980368908921,-768.5356034895117,-486.5620257796064
-635.9842786817005,1028.4544119819484,1619.2723314666546,740.3045420115983,1.168241195199072,1319.2757362600437,2454.4818765618575,13.291144442279903,-974.1273447488092,-1190.954145427022,-708.3582358506756,-432.8790234171551
-637.2037889821854,1088.8966562502515,1676.3943109640325,738.5145334877637,-13.920389976511263,1377.8018210370278,2502.5358555979406,51.26738398589049,-944.3875687939213,-1176.0580691752746,-652.4051278173217,-383.82025326671237
-638.4051178712447,1092.8417912633456,1684.0455798822259,736.6049188112088,-27.391700304703306,1383.0225301187525,2509.967793769004,90.18794177983516,-914.6171424006828,-1161.5395820159074,-605.9986942141858,-344.05889940992813
-639.4095422105329,1038.6264256553616,1638.6626004378895,734.6549150579189,-38.86256282097988,1332.3792626813329,2474.3138969300308,130.04248097247307,-884.9208819147615,-1147.5172358258824,-572.6832787654906,-316.82895751278403
-640.1835083048035,927.8445825155827,1539.8255411803634,732.6909967003907,-47.97026184350953,1226.5245396777982,2395.683475898431,170.81532512861264,-855.396070990082,-1134.1299457927587,-554.8884125107763,-304.4153501354682
-640.8478288760605,760.250755985088,1385.2012940387435,730.7964633757977,-54.399782909780335,1064.2411539321922,2272.4973949873183,212.48450931807398,-826.136051543281,-1121.4998283718812,-555.8628862823249,-309.75521123553716
-641.4259983812194,537.4876677860346,1174.9407923285823,729.0241122172064,-57.97383793042942,846.4914694157591,2105.0110914864963,255.00854183853644,-797.2041109816789,-1109.7015265041578,-577.4176343224422,-334.46811386097266
-641.8841958709013,264.2778200550705,914.0599922788269,727.3597677576195,-58.7708725458011,578.1943367845988,1897.178260097925,298.306210626517,-768.5940588203504,-1098.688080054775,-618.2217763527572,-377.3146650868269
-642.1994474541307,-53.16642137801643,609.8754086340315,725.7652849384287,-57.01374843033671,266.1569464263687,1654.6770974628114,342.2754117161488,-740.2631139718487,-1088.349608198194,-675.47930593582,-435.70538945910147
-642.3757277808073,-405.050140245218,273.06331602914724,724.1627423083255,-53.07303061914839,-79.31478982428257,1385.86605385284,386.80609843441545,-712.1551342397349,-1078.5776917841342,-745.2457149357508,-506.0386921345434
-642.4226736920109,-781.6137750604379,-85.48473022684843,722.4757842789974,-47.39917428197634,-447.79316734511707,1099.2223808599015,431.784651939199,-684.2033362256997,-1069.2473640905346,-823.3643823114277,-584.5110095272087
-642.3479168363156,-1178.125188063601,-459.951727864003,720.6995860487367,-40.14563335812082,-833.9738573165391,799.2735857587944,477.1123368679555,-656.3570986452563,-1060.2405565218492,-907.6238947278537,-669.0266307330526
-642.1619496555882,-1590.4406652626462,-845.5146800929291,718.8521909407125,-31.27930009048704,-1233.4374991628758,489.9152371184104,522.6939686701743,-628.566547355534,-1051.4361072498805,-996.3417724281732,-757.9424129894999
-641.8708907486713,-2012.5463446708115,-1235.155028870414,716.9470094236946,-21.214393402218768,-1639.5626403370322,176.55187984554996,568.4225170543871,-600.7581775066803,-1042.6727593962792,-1086.9318673690518,-848.782132274884
-641.4781355884198,-2435.709844394059,-1618.2707691093947,715.0173069728877,-12.965345036257622,-2041.276145068435,-134.22361395769957,614.19130073924,-572.854188139324,-1033.784268265025,-1176.709119907458,-938.9647260810318
-640.989012734154,-2847.472293994593,-1987.6329349326484,713.0450873910293,-0.9990598809324859,-2431.839246799983,-432.20205049081324,659.894678851078,-544.7771595266299,-1024.620198769617,-1262.573271364887,-1025.5287671486346
-640.4087393946457,-3229.647651946741,-2324.0060007417965,710.9790179666877,8.445750715231526,-2789.648697860618,-705.73967085397,705.4297207768628,-516.4484417488405,-1015.0358265722074,-1341.2565115210218,-1105.3618346822427
-639.7420588091007,-3569.942913845928,-2619.0911168012058,708.9621124678218,17.895018849911867,-3105.8805952793605,-945.6689586872866,750.7121621366836,-487.805818093327,-1004.913530663174,-1410.512818189949,-1176.2868591320603
-638.9941634337499,-3855.0482389606836,-2862.2213030171006,707.19043105442,27.257583294868226,-3368.6608322099473,-1142.677298656452,795.6603849658972,-458.7839554160053,-994.1340091093684,-1468.0739204858926,-1236.1095107531708
-638.1703764878284,-4068.8556667771145,-3039.6881356955573,705.3339423816633,35.506437851900436,-3563.034482812014,-1286.1517621700807,840.1795536322561,-429.29307540266205,-982.5392108608482,-1510.7703759423032,-1281.817843559474
