I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
1651.2128585759253,-1205.9458694136047,-2703.395945089332,-213.17053031764695,2265.8118855577527,-1984.7092658790878,-494.5256889844377,-184.5545763711732,-1847.110760280472,-1189.217541684557,-101.50189135344803,-833.331578377689
1656.1180015324242,-1197.5636223268996,-2699.895478316262,-222.03887391171926,2269.924120183565,-1979.472489233522,-493.54368236166243,-179.0339049833255,-1837.4915572205662,-1194.3509664077733,-95.67265314929622,-831.4224279048062
1666.0051323051187,-1181.5101303498006,-2695.964960748613,-236.71113223170482,2274.11309253361,-1969.3419908154424,-488.8758240028336,-168.19084708469006,-1822.1357388686868,-1187.5517814107382,-88.12974538467988,-826.6304507442923
1681.1216751725053,-1157.846345628322,-2691.583106262897,-257.0278018661567,2278.3577928874447,-1954.2275660202936,-480.4842326647063,-152.03379132758351,-1802.1107293419607,-1166.4976413111008,-79.89717845415885,-819.0878353470588
1701.1697967351497,-1126.9373043233613,-2686.30969614591,-282.72314890309485,2282.619537545325,-1934.4162430445022,-468.5985622703649,-131.1708309172877,-1776.809025988398,-1133.5250159803318,-69.7806623480505,-808.5693354592013
1725.5566461878147,-1089.35224361156,-2679.9375611176597,-313.4275922429294,2286.8487956912536,-1910.4048587831835,-453.595657575159,-106.50060704199002,-1745.1474169403095,-1093.1505628974337,-55.871352609098906,-794.8019443176053
1753.4823835182528,-1045.9869108487117,-2673.4960562611595,-348.5007394059832,2290.9908553809387,-1882.8930294508123,-435.9830338635451,-78.96442276161649,-1705.948937895787,-1048.9596418302604,-35.96322987925031,-777.4115135017234
1784.0975270987824,-997.7465345125712,-2668.019718670237,-387.31912257074305,2294.9864581597594,-1852.602018860656,-416.2953990820947,-49.676498518502456,-1658.8514245831493,-1004.8700238219749,-9.03017235220459,-756.7034143872694
1816.815412992082,-945.1299364472068,-2663.0850193447004,-429.5875392581894,2298.7749456508295,-1819.9561613130818,-394.9024185525395,-19.813087957532417,-1605.9768956028063,-964.6941334990297,22.436162748016017,-734.5526273358124
1851.120025650575,-888.6215966832032,-2658.018692808258,-475.00801176878787,2302.2936488935534,-1785.3286743530787,-372.1620760194698,9.444397783646938,-1550.4178594204889,-931.6922386962497,54.60393434394162,-713.4165613384716
1886.4044051925764,-828.9228164109766,-2652.885668821239,-523.135485208129,2305.4884059064807,-1749.2593780257573,-348.5324417809975,36.73450516696606,-1495.0969272814282,-909.8938682810993,83.6544046319177,-695.9324648689994
1921.9896004131024,-766.9480368107506,-2647.792929403183,-573.3058581492761,2308.3129752805653,-1712.348712718723,-324.54778099065385,60.90461977507338,-1442.452608521484,-902.2194816071624,106.70811363679938,-684.1428453861143
1957.0252257589966,-704.1554582882527,-2642.687276090971,-624.2844071517014,2310.703299146771,-1675.3569247153644,-300.92998626887777,81.37629390603398,-1393.1421685968721,-908.3379315525184,124.12441365601856,-678.1448232871477
1990.6051042545353,-642.2496135296066,-2637.6122889143303,-674.5842191639467,2312.6261386050205,-1639.125051202901,-278.4697352358754,97.84805550967579,-1346.9729049913492,-926.4482838304784,137.651145866361,-677.1909455588809
2021.879272538957,-582.6564659664837,-2632.6061272383695,-722.9341719010466,2314.111219213866,-1604.3077717677265,-257.82035411627936,110.27158512749848,-1304.0524262076995,-954.2550202944417,148.68853296824804,-680.4868353747829
2050.1245395507685,-526.8822654380775,-2627.669323311446,-767.9991240516987,2315.179917516894,-1571.6079420724832,-239.62888895086252,118.59938047707811,-1264.4836708973035,-989.102984159078,158.2470356501479,-687.4304696639239
2074.8716618841777,-476.68623926058075,-2622.883742123153,-808.310026599773,2315.9099041159698,-1541.9750866897732,-224.58112986273844,122.30401819511277,-1228.691981812928,-1029.4001047079505,165.66595988904268,-698.614364207262
2095.792415767827,-433.70354486878256,-2618.3284893308924,-842.5290268194568,2316.3384473448327,-1516.3320762900394,-213.28089864228062,120.83023666630456,-1197.2323079377886,-1073.938478974392,169.59836675259385,-714.9940472241892
2112.6456880218575,-399.49422554219126,-2613.944909045864,-869.3422927721698,2316.229113689598,-1495.5118262520377,-206.3069592084304,113.92014185419728,-1170.2125592824405,-1120.634690433936,169.38196292548378,-736.978499439402
2125.2306099771617,-375.1049422933155,-2609.7319346959703,-887.8750440293098,2315.480179620531,-1480.079678908856,-203.9969777003277,101.6350422647355,-1147.5797058854137,-1167.666183379378,164.6904394973973,-764.5942856619001
2133.1886477992957,-360.37500916191834,-2605.806479509299,-898.2776795572884,2314.271241736822,-1469.976286702129,-206.1701306668972,84.71457613311593,-1129.2748061976947,-1214.0758826038655,155.84863212185422,-797.0596429556299
2136.232949414749,-354.5234315280847,-2602.289905861817,-901.2227379242885,2312.9027568738156,-1464.7886461808714,-212.37438588594236,64.25240091386829,-1115.1688913102505,-1259.226196287612,143.57372276012927,-833.1344976970522
2134.402725121676,-356.65780413193755,-2599.512539811534,-897.5230937079784,2312.2013624938827,-1464.0651446081656,-222.02246979716816,41.23381946455947,-1105.1732875681814,-1303.0026370543444,128.26942991932947,-871.8490566699262
