I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-122.07616586515422,-1183.5299940336402,-1083.3473198712102,652.8083585373021,536.2979332090816,-1124.9861899720759,-345.9362036102648,-26.531025760581905,-345.0762584114162,-1764.5437233255636,-1489.7893606814819,-1211.6266374713712
-133.4193153212409,-1213.7551163332782,-1099.2961313743174,672.987426708433,539.4210823872645,-1150.0832985213751,-350.1683774113439,-42.45365949087385,-358.9481531756916,-1812.3500084546142,-1518.1341994337588,-1227.0172163839597
-149.2606107950065,-1254.0076755824794,-1124.1505044458556,699.9458332918892,542.8993569369671,-1184.0437153555474,-357.6168848211601,-75.39034404596713,-386.40683116817206,-1893.3110366346793,-1574.686609536565,-1260.094118736644
-169.37900002886929,-1304.7967340232929,-1157.3507120041975,735.3052608343587,546.6936811461,-1226.3929176410581,-368.03869196942344,-125.90055559586386,-427.39644716124656,-2013.901972655359,-1664.938154720534,-1311.5491933280882
-192.03149577632269,-1364.4497182966663,-1198.366673102021,776.6993576703621,550.7983545435941,-1276.07873677457,-381.3006291850668,-193.0218766983527,-481.31565309840414,-2165.6466317894096,-1782.8564278043825,-1380.7242161950055
-215.46526211133892,-1431.351067928078,-1246.6118768276067,821.495570715031,555.1874112096551,-1332.4374128353957,-397.29702441615115,-275.0018666560907,-546.8191336176033,-2338.0766849513197,-1920.0181773498143,-1466.102151159758
-245.8667543962673,-1513.5597430174787,-1301.136024991648,877.3676903229716,559.871112090644,-1400.501430987369,-415.67223210055124,-369.89003403507354,-620.6218384514821,-2539.310924486771,-2080.419579610498,-1566.377050188472
-289.3548082997624,-1618.2034703646639,-1361.3056869936672,951.512856598884,564.8500562926658,-1484.7312647012009,-436.11507403382166,-475.90250600838414,-699.0290066673922,-2778.1967167038797,-2268.55718385461,-1679.9434973848793
-335.5802127397837,-1729.2063597864467,-1427.3993141412172,1030.0854701999106,570.0444378929186,-1575.4570397881346,-458.6119491167222,-592.3307843776751,-779.6444665086262,-3034.963432090953,-2470.982655814897,-1804.8490826780765
-373.6186008837905,-1830.163527183064,-1499.8748990374474,1098.8912298053124,575.3770067754067,-1662.651880561141,-483.12157668464914,-718.5557567555062,-860.3611762091851,-3289.7269689978925,-2674.559337640351,-1938.7477966195934
-413.13824793893673,-1934.348094957439,-1579.1495967637845,1170.058937880241,580.8000796834773,-1754.1569116652029,-509.51624932561555,-853.2435982874205,-939.2192807854033,-3561.188112168058,-2889.93395453123,-2078.391066151288
-465.04173038060924,-2057.2079900047097,-1665.0804944476156,1257.444738412701,586.3332203571905,-1858.9831563805287,-537.392180500736,-994.2735530703321,-1014.3041994127947,-3868.438285289449,-3128.339776083528,-2220.2046946382798
-523.3873478073283,-2192.7908799720453,-1755.9532340777403,1355.0111720247971,592.1748506276542,-1973.0797008700758,-565.6067532450976,-1137.854748422779,-1082.530590878307,-4191.673915862312,-3378.548047428271,-2360.632355486396
-580.2313664000558,-2332.0561436732123,-1849.3471983991028,1454.0414024142153,598.5977889568552,-2090.4015091940855,-592.701925616512,-1279.3909644369633,-1140.6628523397897,-4505.666865934027,-3626.28465564631,-2496.0130690498163
-634.2553152770794,-2469.4665903338214,-1942.9312545157227,1550.8334733847194,605.8128656256173,-2206.7638730120593,-617.4090757017774,-1414.8685507774662,-1186.8023832058557,-4804.004667072407,-3867.3988409396993,-2623.1944481053247
-683.838035969747,-2598.792119300749,-2034.3717317038784,1641.1524711866432,614.0473700079212,-2317.5316948907293,-638.4059300502038,-1540.0992416415968,-1219.2667359006844,-5080.417595479626,-4097.730608002333,-2738.6515179008743
-726.8157546128484,-2719.4669755649165,-2121.838481678613,1723.753887988046,623.5454974300152,-2421.769008843919,-654.3677240301189,-1650.5388328270283,-1235.8992741875823,-5323.610341286512,-4311.177620487245,-2837.541853779893
-762.1548528831419,-2833.226986929979,-2203.790604241577,1799.2235477428158,634.5075298054279,-2520.011258468539,-664.151341393046,-1742.024370393781,-1234.9144564609921,-5524.91521861375,-4503.032560074442,-2915.006276152076
-787.9199543557394,-2937.0377681119608,-2278.405724486613,1864.9967662077802,647.1457885667685,-2609.8203776266796,-666.5817910599098,-1810.4695394650382,-1214.9068150579196,-5676.50468135191,-4668.211999047843,-2966.5523637482993
-802.4455782774049,-3027.440928168029,-2344.084907957914,1918.397612651919,661.5333694865099,-2688.5716568571634,-660.9487085388114,-1853.0450012859253,-1175.3677248644415,-5772.342470477041,-4802.050993142108,-2989.1273679728847
-806.1970910317289,-3103.4617812615193,-2399.75178458496,1959.1832998357652,677.4151790246716,-2755.232304639847,-647.6043243571029,-1869.8037040376378,-1117.6292902013986,-5811.894469444527,-4902.141525979728,-2982.99193105368
-800.7830932054966,-3164.6942550365707,-2444.6271211773437,1987.9785152713769,694.3340541002989,-2809.1322936070615,-627.4334309321197,-1862.3406731428793,-1044.0598464669495,-5798.212617196051,-4967.591931442645,-2950.179930021882
-787.7487464098378,-3210.7118460480606,-2478.3750557538333,2005.3329214778084,711.8107934721928,-2849.794856401705,-601.5399073741054,-1832.8068368318725,-957.4887603163974,-5735.921835805492,-4998.521538855413,-2893.18176087794
-768.3675522429252,-3240.9711486453375,-2500.8168544663854,2011.5781575977744,729.441166687483,-2876.814199809976,-571.1562620417527,-1783.9118079416228,-861.053294961512,-5630.0293127332925,-4995.151415222831,-2814.9802157025847
-745.8752461362931,-3257.317743126832,-2511.475318386386,2009.394321160352,746.6129067736395,-2890.767144750156,-537.164552718434,-1717.9840158207917,-757.431560475733,-5486.984873165775,-4958.6694893335825,-2717.983030019041
-723.698240861936,-3262.0799328761673,-2509.966337352901,2001.8179247774874,762.7026235134136,-2892.5140805265287,-500.3601523069683,-1637.3378708140679,-649.2882112384398,-5313.616537493225,-4890.81846328383,-2604.565861727894
-697.2655331356697,-3248.616731984654,-2496.223320993169,1982.7735521185807,778.289560667542,-2878.924737696991,-461.8574609172618,-1545.1235927184337,-539.9187286937705,-5107.911204275007,-4787.890267834815,-2478.1512686643396
-661.7737941311997,-3210.6078926945906,-2470.5552350632297,1946.2192722885804,793.9569378644564,-2847.2290876929987,-422.75450281951896,-1444.5311545241582,-432.7104040410156,-4868.203945051586,-4647.241675132386,-2342.354801048237
-628.7001122836341,-3161.0831311396714,-2433.970058719866,1905.1718637624356,807.6866429483867,-2803.996798070841,-384.0322863427891,-1338.2819141290202,-331.0508179686758,-4614.357131178317,-4481.247921344914,-2200.5958218196974
-609.614930033438,-3113.8673578207,-2387.8936594608354,1873.1128567663982,817.4151965242946,-2756.4037022859234,-346.6269765678955,-1228.98410890979,-238.29065269371057,-4366.929406852437,-4303.697004317842,-2056.3241923983837
-593.8002386309877,-3058.509352937378,-2333.8190226942743,1838.6052634647158,824.5798292485762,-2700.473694262733,-311.1950379679629,-1119.03417423908,-157.16538009651808,-4117.799104719881,-4111.347655138978,-1912.5986664674876
-568.7140497665346,-2982.7588777392607,-2273.405199092306,1788.267884763327,830.9061482252831,-2631.4946621994036,-278.41011311205176,-1010.8184243273736,-90.42310615289885,-3856.7334440329364,-3899.972003461331,-1772.576278733331
-540.5544823907578,-2894.716127381158,-2208.379697905054,1729.6305792647938,835.2351089457172,-2554.1664208134666,-249.3228721216454,-907.1779008776862,-41.325726666192494,-3597.984681230676,-3679.779123478279,-1640.1483567587927
-517.2132452711847,-2804.332183263308,-2140.5046790177944,1672.1221186307384,836.1988308805443,-2474.0601251966923,-224.97884544076933,-811.0482666292477,-12.898545526244092,-3357.95411962823,-3462.2048987466146,-1519.3007189139641
-496.434921827249,-2710.7313278719757,-2071.7230471509215,1613.9456331039958,833.9952174432187,-2391.8542505524106,-206.26730505606608,-725.1357662948262,-8.098048836650165,-3139.9731356338107,-3251.2588459762705,-1413.850486143963
