I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-1811.5525815323156,-1443.681629844779,440.7970932666966,1621.6508540069076,-1127.2152875771721,-384.40733516808297,1057.200093691119,1362.00014730977,101.16450617984633,-902.3658368247629,-873.7673267102192,-794.0247965483076
-1849.332605877724,-1450.051854677209,475.79240707186045,1645.5811947473157,-1161.4713584403614,-358.9953120993397,1076.233877540914,1392.236865191501,122.01784402705522,-881.4864203183168,-860.3637375698252,-779.2490417971642
-1942.1732854789325,-1465.6040880270352,556.729551812891,1701.6931006039076,-1246.1199287977188,-319.28610956797763,1121.4851455116905,1461.8981303993025,173.31476328296455,-837.0579004443579,-834.9492320579059,-747.0796583759728
-2102.823859413738,-1494.1378955307741,694.2726035831759,1794.9606239283062,-1394.8714589259519,-266.85334804231377,1197.2840034477642,1578.0996666478438,263.544009609494,-765.924417015658,-797.8475063657094,-695.6713582400532
-2333.643147078738,-1538.2921155323636,886.2386131968511,1929.7153190643999,-1606.9916986364688,-202.61091067375938,1305.8135576443474,1742.5480110507833,396.5146135364131,-663.0277097416111,-750.0034077576599,-622.5326162237351
-2633.665516618193,-1599.4817075236347,1127.7056992066384,2108.545588524293,-1878.4495330711259,-127.29783154564015,1448.138606544185,1954.837668254475,574.3032399493748,-523.3806873507274,-692.6415187981288,-525.3775500205732
-3013.3414399048197,-1682.1625173696707,1422.9592981026067,2338.7291599791893,-2217.254299337714,-42.36017991782865,1626.7981522658147,2215.08408093455,799.1601527534898,-340.4364099243616,-627.5473766133144,-401.0004126068908
-3478.3729567698233,-1789.5134529545348,1773.4589420035873,2624.442613227848,-2627.384842028764,50.797502700998486,1842.4437526250606,2520.7336216795084,1070.399896144605,-109.82548650994555,-556.3383906115661,-247.42015589136315
-4016.7885708409426,-1919.4639151047395,2169.808519787575,2959.0000297790248,-3097.3924506176227,151.2155806161277,2091.400607261528,2866.216126802704,1384.1347996584648,165.8187094445847,-479.5289130969865,-66.40057917388621
-4610.245170281217,-2067.896493028781,2599.246403964289,3331.194289367798,-3610.857231710715,257.75648962646574,2367.8509756288136,3243.8017137817633,1733.9831927462783,480.37650681315125,-397.39878944946884,138.4079684267582
-5235.893671799989,-2228.837875770104,3046.9367805852385,3726.446717456738,-4147.938569212369,369.2742039570586,2663.8462843699126,3641.847098489706,2109.2828571206333,826.3067124415884,-310.3981128937154,362.29164360193425
-5872.16458846874,-2396.795361510999,3498.2772247732983,4131.1396726704415,-4689.911971534674,483.90325144215126,2971.2706230875656,4048.15793048297,2498.5313618037435,1195.1107377923222,-219.46049347430645,600.1325566417173
-6510.656411683065,-2571.053570232324,3944.9626464834496,4540.690873845305,-5229.078984661368,597.8276197020986,3285.331791877587,4454.573810603032,2894.239114060356,1580.0963823496986,-126.93963406837622,848.2222172671213
-7147.466875427881,-2752.373890303719,4381.033399748295,4953.47359207454,-5761.6750139363685,706.467471122986,3602.15545245972,4853.9625929159365,3289.7614002731593,1974.8721735325748,-35.79642764775706,1103.1009513107558
-7777.716300292304,-2940.8576089820535,4800.17799701467,5366.967668778052,-6283.382518185412,805.5977880519715,3917.0457640726427,5238.147760282545,3676.8073791018446,2371.5667616443056,51.303646378219746,1360.638480981372
-8392.740289986246,-3135.1742158215593,5194.687232673665,5775.969294996168,-6786.938264834504,891.0966466960472,4224.597983248544,5598.952456699594,4047.1166387928665,2761.488213698275,131.74495295608807,1615.9170760785908
-8971.697550232559,-3329.7078316195402,5551.724964097658,6166.950056601998,-7255.098856507122,959.4514227962837,4517.28529730878,5927.422423957488,4392.245498347546,3134.7592261059713,203.2709339560779,1862.3813645601883
-9489.57828127295,-3517.0574248160933,5857.08791070805,6523.377316016017,-7667.325426241924,1007.875690183253,4786.874592156123,6214.632390195572,4703.817843426716,3481.2342808994485,263.9803133814125,2092.9405784679907
-9924.105212182132,-3690.462023942183,6098.499944312725,6830.407637171753,-8005.538712594514,1033.7082093938948,5026.043499619019,6453.138362583166,4974.843897677333,3791.668911639229,311.8437931116443,2300.919344509281
