I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-267.47008402842124,35.414337682377806,154.42029205735957,78.40008195174048,-272.48789536358146,131.46968307652415,22.890404404227986,-136.51256929368975,145.60681693664387,-382.5596280039332,56.44042040495148,47.176188958214965
-294.88880634743475,7.431426467488131,149.80180568371307,100.59441525941055,-277.5605026886816,116.90544109401466,20.984481118801234,-150.73811919626084,132.36316893211924,-396.50473256806197,43.879259065012,36.9003171055631
-331.9439420010281,-29.45158366710817,147.56273600126303,133.42456143532308,-288.68824010340626,97.59471461252478,13.522587201600489,-175.8113170032935,112.19003059031422,-410.16865397887847,26.930495856346454,22.908144379857948
-377.53875400794556,-73.51964764110713,147.94686618442077,175.61234685398946,-305.98084421390047,74.3664168588901,0.05004839395076624,-210.95782517575972,85.53300875996271,-423.5009052162558,5.528780869550223,5.212096675864447
-431.50190863332006,-124.8235576125758,150.5198051565759,227.0690104236309,-329.0303341137489,47.191626873147406,-19.28287316144415,-255.78072085752518,52.637160869085875,-436.4306558185613,-20.494020291476865,-16.176466269275146
-493.9784403968596,-184.0903691442068,154.52527605102412,288.11626400677096,-357.14764844755643,15.711158204717092,-44.034465447513796,-309.9140311304255,13.698515917580766,-448.8920406298562,-51.392806579751806,-41.252608929338315
-564.7932909175352,-251.95148818616204,159.43829793513154,358.8705437850013,-389.55511066121846,-20.364171781197864,-73.65671211969023,-372.67261612033025,-30.80933159647115,-460.8258051359402,-87.25015063914233,-69.89230435812685
-643.7840203049201,-329.0058736221387,164.6259910978079,439.4010796710467,-425.3828879495701,-61.300757082263466,-107.48486625960344,-443.38597792784606,-80.78759374656526,-472.1743490093897,-128.46103311147002,-101.92354321827807
-730.7039085880264,-415.08398902702976,169.0574765217595,529.3245065032224,-463.8329037759553,-107.00396248051976,-144.95588117048206,-521.5129283260436,-137.02778882278287,-482.8937011281091,-176.21100176171115,-137.20965426240656
-825.0407750016691,-509.59220327731066,171.75492287234374,627.9074211666033,-504.12256124307913,-157.18553838020676,-185.55093526425162,-606.3791467530806,-200.53145989896555,-492.9414943290582,-231.78797988387316,-175.58630102756916
-926.3576085147298,-612.3275165685677,172.09187574475058,734.6059742518556,-545.3333649116339,-211.75043848167726,-228.5866248097968,-697.225957740204,-272.3209896971676,-502.2713509552578,-296.3174487977517,-216.84358597985528
-1033.7000645648648,-722.7202254552737,169.70166862015023,848.4633241154271,-586.581004054175,-270.45540845184325,-273.480455674307,-792.9511330088208,-352.8915056207012,-510.82520727475054,-370.32083374717075,-260.73755431753995
-1144.8401639608785,-839.3592438763508,164.48806370127224,967.5764549742426,-627.1190664697324,-332.7105481228361,-319.96559433376837,-891.6182144327885,-441.2471964142998,-518.5157607068161,-452.80780766448686,-306.95002315566876
-1257.0201035542295,-960.489615433585,156.6252798980777,1089.6497310248653,-666.2753413881188,-397.77928750631116,-367.88878239277045,-990.9196642409405,-535.6775909776525,-525.2439768834384,-542.0087010681852,-355.10788019301987
-1367.4891779121763,-1083.923401188027,146.51747358941986,1212.1875068535182,-703.5089095140831,-464.70017943843425,-417.170460120806,-1088.6853028888765,-634.398727200691,-530.9188561477578,-636.1555123974031,-404.8496694329052
-1473.4761612986117,-1207.5259585367526,134.67566592144752,1332.708954301925,-738.3094619561565,-532.5278905531991,-467.7030873053315,-1182.6715722858814,-735.5752764896109,-535.4510006699317,-733.2469814815529,-455.75736135559737
-1572.705055554883,-1330.0805403247634,121.49860118652394,1449.372057859566,-770.0487493805543,-600.7245759688979,-519.0893729795125,-1270.6460553148725,-837.8672907033024,-538.7587736405181,-831.3214224107281,-507.28539732695094
-1663.245690810946,-1450.6052232990683,107.34560557655998,1560.6045220814058,-798.1282377755039,-668.8327919264898,-570.8364211585467,-1350.5825334067904,-940.0958457458813,-540.772689691329,-928.4908253175055,-558.8629324006982
-1742.9695634211037,-1567.8277359984545,92.70439968422761,1664.6297506176952,-822.0508822993213,-736.2587040510823,-622.5653193468393,-1420.4851800463148,-1040.7319274734778,-541.4245616533085,-1022.5440763988918,-609.9452850227389
-1810.2514733516484,-1680.3456296243244,77.95218653744018,1759.8610582456001,-841.4854912326234,-802.2893691533823,-673.891199307317,-1478.8449952651752,-1138.1474075301176,-540.6681145490228,-1111.4809219159497,-660.0273233752202
-1864.4811562726682,-1786.2299544147352,63.125473059347875,1844.9597391220502,-856.4180095693916,-865.8529803014289,-724.4600822322373,-1525.2122306163487,-1230.616739487268,-538.5017355655847,-1194.0481928026827,-708.7499588722436
-1905.5834254211231,-1883.3478104912035,48.1302908474534,1918.7627167683743,-867.0244642018946,-925.7235732533724,-773.9477260427889,-1559.7274070077017,-1316.374612981846,-534.9480675434985,-1269.3461744261049,-755.8251608027034
-1934.0723497516876,-1970.1058989544822,32.89028714051141,1980.6434338607178,-873.5580877338498,-980.8801915108021,-821.8896844256974,-1582.7782117717722,-1393.8798415417368,-530.0431038981899,-1336.6568664686035,-800.8790841298553
-1950.5768869182348,-2044.887298010094,17.2901008588446,2030.0410281314662,-876.3425956106026,-1030.288192812464,-867.8878320551486,-1595.0220125736337,-1461.696586142531,-523.8319365078938,-1395.4029038848505,-843.6041090799107
-1954.9694865872862,-2105.672243707264,1.2761423927728692,2065.8889021288646,-875.6660428693623,-1072.8057945144858,-911.8199805953207,-1597.0870679399256,-1518.418328423401,-516.349386059674,-1444.8454979956457,-883.8590655463922
-1947.1188150111336,-2150.64386801937,-15.123936342258336,2087.23791589396,-871.8487783308638,-1107.401543475046,-953.6138288188856,-1589.645331646557,-1562.7720100885788,-507.63071784459095,-1484.235821948159,-921.514444059851
-1927.4678494767763,-2178.2172611054725,-31.959855689035237,2093.5390035514783,-865.3500570050065,-1133.1188044021897,-993.1850397476078,-1573.6736334289233,-1593.5849733780055,-497.7278222344653,-1513.0450313210076,-956.4605554488361
-1896.8891887230307,-2187.54501505389,-49.134492303330205,2084.8038502361774,-856.6780214130969,-1149.3231513840708,-1030.3286914905682,-1550.1708099735197,-1609.9518987734696,-486.6958932937621,-1530.863869123413,-988.4586031280983
-1857.158194163493,-2179.456308715558,-66.08982760548312,2062.2475426298274,-846.3756652927377,-1156.0944092130123,-1064.43222379362,-1519.91883247591,-1611.404723692223,-474.58906013233957,-1537.3427091229742,-1016.8623517310106
-1810.5515044660945,-2155.6739587599996,-82.11540645755814,2027.7496734724916,-835.012601434454,-1153.9114997233662,-1094.7314677401132,-1483.6565468398326,-1597.8103704904142,-461.4642134613289,-1532.270849439418,-1040.881697388241
-1758.9572885533642,-2118.0159109414544,-96.6521504687605,1983.0785756120085,-823.0665608377001,-1143.3663751307884,-1120.6055079428288,-1442.1622543098588,-1569.41689372704,-447.37288911331916,-1515.6914218021843,-1059.8425134489619
