I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-52.45992998703989,53.771586220321986,-2.117571031045087,-14.110374123599586,34.91684430170332,16.428614810925044,-569.3208090211943,-269.38149336381844,-261.6294426781974,-174.52088759613582,-245.97372981194323,-310.49058813690175
-54.96919621018258,44.52089610658349,-7.81626159163491,-5.483962847993588,39.666755184951114,10.544793945708431,-567.648273235247,-277.32100988643475,-265.5579160857195,-168.46444852146598,-252.9909430895604,-308.89067488326015
-60.18561493044154,27.71010097695048,-16.1476103543921,8.717794953296439,44.364621976511664,-0.5565527542178204,-565.9986735101523,-288.2807291456364,-273.30480675008977,-171.85905631814302,-265.6121597621581,-309.4040758743785
-68.25585379569358,3.429720516305306,-27.26392749054274,27.96970440386004,48.92163617615615,-17.541085097141977,-564.3866710081269,-301.59233845678875,-284.8794172005931,-186.01701854750232,-283.8805746607937,-312.1941175561938
-79.02291876872232,-27.804740220558408,-41.115950215587226,52.039885132497325,53.303380902194,-39.87749452285091,-562.8316888093337,-317.621986381152,-300.59445263655283,-209.42317927456244,-307.48778323797325,-317.0617943565627
-92.15520647810817,-65.26555381128732,-57.65287130581181,80.72533464044137,57.48947981717556,-66.59019738614522,-561.3551018118808,-337.08542071577847,-320.75195430501594,-239.29363660241535,-335.9012317084242,-323.6353372879252
-107.23979884644045,-107.83123736316585,-76.36878106104562,113.5386646209758,61.4569607283188,-96.36103245530785,-559.9799538198595,-360.46657039730053,-345.7248440655598,-272.8309282281342,-368.6313849808617,-331.411050744264
-123.8524905968167,-154.6350158019391,-97.20522161675905,149.9607257581774,65.1944918938067,-128.41201714130975,-558.728809458361,-387.89974490419246,-375.51693004996787,-306.95269223081465,-405.2662641641446,-339.85943403657484
-141.7257649018099,-205.82262802298675,-121.5691193284615,189.51325882020006,68.69024454613202,-163.85606095992514,-557.6194289936558,-418.6816918000409,-409.22243186511736,-339.1197499064308,-445.61538809551166,-348.6677627125952
-160.64141729240157,-261.87565810607856,-151.2259800687268,231.7029017819194,71.93832446999355,-204.41751960017245,-556.6680289615447,-451.5566750625561,-445.4269207712464,-367.1294091714927,-489.49460913903397,-357.55271074014144
-180.2886740800417,-323.2487025428333,-187.83579699514976,276.0956314787144,74.94652080135279,-251.60260333104685,-555.8922061268023,-485.1087683727977,-482.3590660308469,-388.1893742141979,-536.5026639689294,-366.113382396056
-200.36265097500896,-390.13473347340596,-232.38902930681095,322.2637599231937,77.73685064437146,-306.3137340642237,-555.3094353799295,-517.8186395226979,-518.2635142027159,-399.9889061518056,-586.028552509202,-373.86641917007586
-220.57592416822683,-461.81768852303395,-283.8982290600967,369.70350350380164,80.3532083309003,-367.62960413303307,-554.9384379293746,-548.1791622636323,-551.9100015257401,-401.52338463188084,-637.0738011965615,-380.117915567416
-240.6468337679789,-537.1629486458647,-340.44620265231003,417.8947755414334,82.84887935273017,-433.7658925719465,-554.7979899991727,-574.6787200611795,-582.244443963623,-392.4207287895812,-688.426695418833,-384.1012369691622
-260.3842352546044,-615.0690108044453,-400.2730475074937,466.3084081444039,85.27152564702465,-503.1389009444708,-554.9029177137922,-596.0141305714689,-608.4263174719325,-372.9610927841315,-739.0088897543523,-385.2196302259071
