I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
4725.8937046241235,3328.5906429190354,-1388.6740662794034,-3978.147505387545,3218.213764293191,709.7423564129135,2035.1713266878971,767.7781548502226,1603.9433920332058,933.6042781672985,-358.9879325367702,-601.52864659525
4844.736639404981,3459.885577592338,-1401.9416998180282,-4114.126807521121,3246.671556863987,757.4055690826738,2095.3055907624466,962.9343995338569,1652.486035952607,921.2950382935765,-337.52169522781867,-565.9725093538229
5115.604805582709,3748.144166050588,-1422.6297844144317,-4402.163521509528,3357.451993200117,900.8315487133234,2202.511543961798,1285.9859247607897,1746.2355190822443,918.3112627878304,-264.6912200967813,-473.5445516196512
5529.155087628813,4185.471487341432,-1452.4176320267318,-4831.661124021262,3548.9529634285886,1138.4309442273416,2352.977567436372,1719.6388933701523,1881.03640470187,925.2414190320223,-139.54331563401985,-319.25419551890735
6079.93495030497,4763.043109050142,-1488.5593444526103,-5396.661155821471,3816.6712027386006,1462.7896262748511,2545.2192752950627,2260.396932295553,2055.652455400703,941.5663378312165,34.124375135687785,-106.62709232017058
6763.132425533802,5505.839638900488,-1504.6976452225788,-6099.430399117444,4152.343512123213,1892.337856463696,2776.2653878498113,2908.6366571752287,2269.895437828423,966.1793612018905,250.5501289893829,157.66142615614714
7565.996292671868,6310.306261083843,-1549.4638681515398,-6909.6831402837115,4550.096627450853,2342.972682852696,3048.199706406433,3662.364203685137,2520.487857492997,997.7172822405449,501.3599231035975,464.2816501858107
8477.081369224186,7241.146811240224,-1569.0012216401187,-7831.399161857351,4995.547406725173,2868.004187324197,3353.041412494568,4521.094410564821,2804.446320921544,1034.676321101773,779.0518933411901,806.8883214381564
9494.339119403723,8262.339069854552,-1576.0179589651298,-8856.277185822095,5485.7803394680695,3436.011319994332,3693.586794224222,5483.205589489261,3121.5105195813208,1075.9124977066633,1082.4018818063416,1191.3229616143578
10613.728405012105,9377.916786156644,-1558.839333060329,-9982.453081290676,6015.522318766282,4049.781901359813,4069.4560008677863,6544.142356327142,3470.7488881005706,1120.3269619736675,1411.9457921539063,1626.9253510544352
11826.187501078446,10592.322628672831,-1502.7834633996654,-11204.470375603645,6576.212220829747,4713.0959559010325,4478.583859602721,7699.818604170033,3850.1486814230957,1166.455509493067,1766.857778247284,2120.5850940117716
13112.632288379766,11896.049826826507,-1398.1056096997672,-12506.670796175951,7155.437579609491,5422.659511904054,4915.564839432082,8940.669257375237,4254.888268245896,1212.7588451257993,2144.8558123762077,2675.001118548091
14428.717936587951,13248.19883921546,-1245.271791534161,-13847.802392866923,7730.8642966523485,6160.562168931768,5366.132908470851,10243.810402289668,4672.620510267447,1257.6164074325675,2538.870219673595,3281.017013031937
15718.587739099878,14595.960892841078,-1048.3853744130847,-15175.289136536408,8275.699581891786,6903.9497691968145,5811.867082394231,11580.33278432353,5087.558428361927,1299.3832405848525,2939.539022734826,3923.565774775585
16934.594358338327,15893.599136742541,-811.8227797739293,-16444.31999234,8767.715938838686,7633.685112559462,6236.6912914341865,12921.962574982843,5486.126650545614,1336.7793864805144,3339.2079916851403,4589.449021456603
18025.158997818653,17094.635913373444,-540.5485901545835,-17606.306539101683,9183.422586491159,8330.702449464072,6622.166126454625,14238.780469684321,5853.4671165401705,1368.5211250761545,3729.915340866099,5264.561000667774
18931.08401442514,18154.888174580294,-236.5646320027152,-18605.86828593107,9495.716395389678,8977.452155130177,6950.853912599069,15501.563278744225,6172.429336947417,1392.9827590950692,4102.857729063893,5935.073749895942
19598.895715894178,19037.57196885654,98.70665673591635,-19392.89067605435,9680.27538730801,9559.218562524364,7202.7199599598625,16683.877394226525,6427.391786953815,1408.643246056387,4449.874201037074,6588.160353364559
19978.0318537339,19707.075927547037,461.0189095567636,-19919.61778029378,9714.404546430895,10061.148830416163,7361.980984939969,17759.14584728689,6603.507440558765,1414.159971927997,4762.812771302255,7208.976411493637
20037.72392482607,20139.663504731503,844.7151511165761,-20155.867323001934,9585.059931169264,10471.659055760176,7418.3417972456755,18706.933080480183,6691.401817094112,1408.7414290612705,5035.116391477997,7784.262497761063
19793.731576005746,20338.42644114567,1242.3254544998333,-20113.2785578367,9301.316200859474,10786.923007236552,7376.075497695338,19520.868471658425,6694.758387813269,1392.7958771597594,5264.567005865635,8306.416911238572
19285.600707567683,20320.898886496914,1645.0773587777314,-19824.89542894086,8883.664435231183,11007.49493843347,7246.886220152525,20201.95992002787,6623.912997072063,1367.3760627942593,5451.2524120056,8770.559631622573
