I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-299.37304285967656,-213.7636179730924,128.4688653543602,240.00715299274765,-217.75551754101923,-38.740224257122215,256.3247534473406,145.07115856599435,-449.8989879085145,-1475.0666384837177,-499.33665701031094,-612.9426347247818
-302.09295871907665,-223.51844192731528,125.65127784754274,246.20634559947146,-216.973528106963,-41.96945586128027,259.53215731557174,155.57768189240505,-448.1153739573351,-1465.7418620150759,-510.37262744326,-605.9407783274737
-310.68702739009353,-237.00611892468893,122.7976307775556,257.06774284526347,-221.9564962476564,-46.3492637170529,262.86826332781635,168.16549561375533,-444.36446273846155,-1457.3915940525733,-524.8865475409358,-604.8194366755174
-304.4460659115071,-229.35825744207526,119.92194668799264,250.220628355238,-223.46492327147965,-45.23140774428407,266.3594842289288,176.49796712072526,-438.0747975003763,-1450.254820518278,-528.3271831956949,-604.5608223458194
-289.0180745693059,-213.28636879535975,117.03741212761902,234.7549495245512,-218.24236679636775,-41.96732907261705,269.9648472946293,180.46719286052755,-429.5043245191038,-1444.0728957892738,-518.6122388494236,-605.938145097719
-273.5595919708156,-205.5392647908611,114.15656733778437,223.47208313947812,-205.25132010325635,-40.866873385966734,273.61076200458916,185.608832310654,-423.99038073153497,-1438.3537508783952,-503.58421187486306,-606.3449679458362
-260.3926137175188,-201.69195116375903,111.29316980430441,215.2498581915127,-191.14582478494287,-40.73075331511373,277.23020849090926,189.5757775171124,-420.0679018866413,-1432.7068339314249,-488.9178452231337,-605.3245949065887
-252.20175169127083,-196.52383199857894,108.46010984477876,208.73302787812867,-183.89991903846067,-40.20770020755393,280.73314602580984,192.81638947366955,-415.6485228717569,-1426.6560062087744,-480.92765004408596,-604.0328583874698
-246.88998739082052,-191.80266638334825,105.66741990548786,203.81418007810515,-181.59165740184625,-39.76867458725842,283.99110866362264,196.40215208837455,-410.736625213204,-1419.6240577471526,-479.2483987795733,-602.1245636399209
-239.95501619233545,-187.8404090627057,102.92444968154257,198.50804430767298,-179.8698869335977,-39.505838951559554,286.8903872575029,200.99938316181343,-404.989002610221,-1411.0918315218962,-480.0339649244595,-599.3948033756637
-231.67520998164846,-183.45218780302991,100.24039095217998,192.34945056970733,-176.9419034299084,-39.11376737657584,289.34504753470435,207.10668020723858,-397.56312043842655,-1400.509264007528,-479.4196363440259,-595.9321519696521
-223.45128005821496,-178.49839591022595,97.6253074724725,185.9345595412784,-171.29465855825532,-38.55142338795732,291.3260587211942,215.11768547071873,-388.13400397290246,-1387.5517242485225,-474.1516320937168,-591.7077322330275
-215.1970694338035,-173.43548680181587,95.09293095514506,179.45300427127154,-164.340895298829,-37.92964397420657,292.9433821310225,224.96198488529114,-377.1023364495463,-1372.5009273025994,-466.8801797156955,-586.8017944539113
-207.1583411372991,-168.6193104676889,92.65818971194274,173.20172588928546,-158.68164788308061,-37.33137105513801,294.37650752902226,236.3026636846456,-365.0817346987663,-1355.9191263269854,-461.627155834528,-581.4203225119101
-199.75175517646298,-164.10828518971812,90.33421256572407,167.40871322394136,-154.00819536378106,-36.76629919845491,295.75790796245957,248.7605533880948,-352.5769545052458,-1338.3526744950157,-457.26762598774934,-575.7645498719894
-193.0290116097066,-159.88400813240168,88.13375470532273,162.0894759046438,-149.4133143475109,-36.22608669336995,297.2619655117558,261.8811169658454,-340.1413883770789,-1320.4292413609503,-452.29609403426167,-570.1035536946749
-186.88033693241997,-155.9371867124,86.06895138637347,157.1873243176316,-145.3066966967647,-35.704465748258876,299.1567093355713,275.27230220159873,-328.2904971558771,-1302.731945220738,-446.9895019299436,-564.7971154781972
-181.1893160443956,-152.21981181657512,84.15026442822281,152.6228074704497,-141.97521738535949,-35.18608217395004,301.69128734291405,288.59988629212813,-317.44993923827144,-1285.7572359801813,-441.421768812231,-560.1819700180747
-175.96227137965997,-148.73052640753147,82.38764696951739,148.39837120940996,-138.9615589452082,-34.66746285976377,305.08723551608676,301.4385641318082,-308.13584327857177,-1270.0877414278034,-438.1699774547176,-556.5834578307688
-171.24414882825468,-145.49500717160555,80.78791944892896,144.54844389135278,-135.84612595128692,-34.152944666645276,309.44803887282893,313.46799256498514,-300.7018663456336,-1256.1139256334347,-439.3776713406238,-554.1588286671292
-167.0470283314139,-142.5188148433725,79.35150459488727,141.0815246650709,-133.13425550730838,-33.64428610483006,314.57395543156275,324.6766075899028,-295.04986090330334,-1243.7236406209597,-440.6492482569204,-552.6494716392357
-163.38499145382744,-139.80624306339715,78.07529385079421,138.0063991073762,-131.4199406655598,-33.14425152427121,320.12002934622626,335.1814171168274,-290.8785913166736,-1232.5765959096507,-437.6473633354575,-551.6061715611
-160.24794135028773,-137.35279658142045,76.95450567464434,135.31602203950806,-129.59263188763543,-32.65392746054253,325.7906625599573,345.10753960557247,-287.8365906691873,-1222.280674275032,-431.1941438905766,-550.6043355966423
-157.60616842916684,-135.14528260136518,75.9828863166323,132.9895044754387,-126.53085193279479,-32.17276908848102,331.2338485315362,354.61282679874626,-285.52189616463374,-1212.3904728964048,-423.1386575952287,-549.1778110322279
-155.43755294942105,-133.17521644988176,75.15501400914744,131.01185929123204,-124.02703952645422,-31.70116074745058,336.0377957117507,363.7883951105568,-283.65681584282186,-1202.5987963159732,-418.6434757902455,-546.9152338469285
-153.71801894137252,-131.43366734152482,74.4652373501919,129.36678173019882,-123.94201691964065,-31.239456338442487,339.8320964451857,372.6597589936983,-282.03378848396267,-1192.6788086843171,-422.3757523888584,-543.4739546692737
-152.4180532998239,-129.90742341853988,73.90557163618898,128.03268639451767,-124.54535574970551,-30.787791197026298,342.23439303865155,381.29267467737765,-280.35535778651297,-1182.3051533349337,-427.4023365627786,-538.4346514755347
-151.50950165028596,-128.58350446462066,73.46775802391669,126.98905890055603,-123.83566723116269,-30.34642622067088,343.01761654308456,389.6460325062402,-278.41072187881247,-1171.2522851805484,-425.5761698878939,-531.5236024087345
-150.9660941358373,-127.44990761429172,73.14436410560803,126.21743609569283,-122.77888820743178,-29.915464157276908,342.3571629068576,397.4143619700643,-276.21324391972723,-1159.551294136972,-421.06991489490935,-522.8341236317788
-150.7609736292378,-126.4943437767748,72.92787965640905,125.69937017835687,-122.56675919767851,-29.494918242673524,340.617041944208,404.1836684780292,-273.8714869803483,-1147.343085876369,-419.5048594830294,-512.6241902027203
