I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
372.23264720420286,-363.3104840246232,-751.6291921607192,-3.568592826471812,542.5544704927784,-556.9616035211994,-580.3306937503506,476.96258000941845,-90.51470063099885,377.870076059612,-157.19109391573465,-229.12403825408182
381.73705242508936,-345.46827440772535,-742.1426239888087,-17.688884381617218,542.7853579181268,-542.6340734117928,-564.0130163528369,482.72043339697206,-87.3275053717059,364.324034249649,-157.04243137559465,-234.23366318672137
391.46492736956134,-326.26607950539886,-731.8095782793514,-32.58166355138389,542.8977703705577,-527.3274866376712,-544.7278493992172,489.86153476607547,-84.22788567273847,350.157138073396,-155.53253219324995,-239.54000884058888
401.12763810954885,-306.3305936468235,-720.9078416759428,-47.69058525026115,542.8988011020112,-511.67134182395887,-528.2827283149844,499.16470982355213,-81.2614884990455,335.4537546429237,-151.84343475815376,-245.0268765022608
410.69126738019924,-285.8191549119315,-709.544038648052,-62.95532095337643,542.7717327083373,-495.7293092865474,-514.7545576631951,510.0786583277264,-78.47743763808043,320.2800661916628,-146.43720486726363,-250.68633984516597
420.2421311155228,-264.65921643535864,-697.795114556205,-78.55294245340694,542.4611091149892,-479.3210630691413,-503.4200080073557,521.4866635034816,-75.93074546635592,304.72408643726214,-140.30300032514123,-256.51223172908396
429.6570545633646,-243.35583814444908,-685.7902927459832,-94.1914781012559,541.933042756849,-462.68038195629185,-498.0438207484,532.3779153330074,-73.6788701897014,288.88692874832725,-134.3905096481392,-262.49903576619135
438.7754264260512,-222.468587880015,-673.6674338686681,-109.50822279115734,541.2324950044024,-446.1082447621999,-501.13175841588213,541.9609749471696,-71.77201206662431,272.84035168982695,-129.49098826423386,-268.6444752875062
447.4706650497466,-202.24110552330038,-661.5945560090527,-124.2823307141108,540.1592747039334,-429.8270983595854,-509.9582310734675,550.2860827386055,-70.24420543477042,256.63622480389586,-125.61271921994197,-274.9476209233258
455.6158537487119,-182.84485509204637,-649.7473241892715,-138.31452438392606,538.4735284664288,-414.06759528360413,-520.5864589433174,557.7759425853668,-69.12341367266416,240.29808827380754,-122.41954112534339,-281.4080792698935
463.1743113664777,-164.33583658626085,-638.3304773179093,-151.56703981294802,536.9382675421743,-398.95600832382155,-528.9872413933201,564.6180867618176,-68.43956870575222,223.77704690850769,-119.8096731725197,-288.0271730060617
470.12776327978617,-146.67764268181907,-627.4443879258432,-164.0577910516305,536.3007744137882,-384.5161467527495,-531.8575205557142,570.9243645100618,-68.22388660603475,207.06027115715221,-117.71070186306129,-294.80457706094097
476.4068736584381,-129.9279107338963,-616.9575168541171,-175.71033303144227,535.208839688006,-370.73535903851985,-529.758344268871,576.5752417040978,-68.5163040853805,190.21926389400772,-116.17048585184327,-301.7346994886558
481.93017457631106,-114.15804023743748,-606.6511331290325,-186.4283813758506,532.24363157217,-357.56743002547427,-524.9315006621431,581.3294913287214,-69.35921328548942,173.36449218405832,-115.31222431878082,-308.8096940045126
486.56570805677364,-99.35058522548022,-596.2437284919182,-196.06746231960088,528.6785027254562,-344.91584462908844,-518.916315406038,585.1355249976272,-70.78519859933884,156.73939729830977,-115.074680864315,-316.0208578656718
490.23611314923613,-85.50160150678599,-585.5561633581783,-204.55381954061852,525.9940242493955,-332.7294485772372,-513.2658234997593,587.9927423231183,-72.82554918127836,140.45964217128855,-115.36367535297629,-323.3594247303954
493.01411348871034,-72.67476949828131,-574.7634115529138,-212.00212821891375,523.4312289651223,-321.1007944910781,-508.6812728753771,589.8848037470368,-75.51510284080956,124.29129379110621,-116.17485399322274,-330.8196751700108
495.0287828278223,-60.94564235293996,-564.1727493834003,-218.5970851123084,520.0474008999389,-310.1709988616665,-505.35949607615584,590.8184448256054,-78.88403374002766,107.88325640198282,-117.51612950954728,-338.39630584550486
496.4937651144455,-50.39771311267913,-554.082394084497,-224.63473254774843,516.1055989107945,-300.07685036921316,-504.42405880949104,590.7549098335658,-82.95840139316292,90.72719496925413,-119.42397996580071,-346.08154174856645
497.518376674465,-41.102521347506446,-544.7109892759423,-230.25904256771304,511.89459364916405,-290.9220925260353,-506.673416478304,589.6434103818091,-87.75238551420738,72.56155776325339,-121.94995491710132,-353.86639004069116
