I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-67.34471406088825,1209.7642040913668,1193.5368959732732,-675.470022788635,-646.93753602682,1244.1132502406529,331.5034270854625,2049.599260839924,1840.2843101132669,1774.6595892801727,1233.294827311757,795.760970349716
-81.45678809126785,1252.5811071514677,1237.4515974514854,-706.1691323579275,-669.6764539558271,1292.6734325745408,310.54053225168775,2064.130722546864,1865.4490164393221,1828.0488693934706,1282.1022286183209,838.8584054081389
-116.1859169957263,1346.141445239226,1349.6825890521307,-752.2386421098114,-734.8680009649058,1396.726517057616,273.60283203132116,2102.6737225499833,1931.2037009351493,1935.5522117446155,1385.095610950625,925.4551906242029
-172.62770624105352,1492.989781020196,1539.4148550743596,-814.0996188249115,-853.6082179844319,1562.7565314433364,217.5571532675279,2167.1324912580835,2040.3664914995438,2095.263717681911,1541.9871834190612,1055.0015791781555
-248.85952440589585,1696.1241899517668,1805.2882740561963,-891.8718014536048,-1021.1708760860962,1791.5953457113808,145.60753672687878,2256.3265208158305,2192.5993869256313,2303.294709698981,1748.5418951669928,1224.475215122445
-341.4469300066575,1957.3714207454423,2144.3500673439794,-986.5045052876987,-1232.4906312646958,2083.5219002693734,59.86457134407934,2367.3562035199748,2385.578860029048,2554.2509032551643,1998.4752315638382,1429.4908150808749
-446.68890899824754,2282.139307959963,2557.18114978784,-1100.1019048299218,-1484.3914529633328,2442.5705890059894,-37.32558838570604,2497.7034517432157,2617.9105178213117,2841.796232952985,2284.4987275594426,1664.8383175394476
-561.3738091398983,2672.6783488145466,3043.0654794639568,-1233.4934966257922,-1773.8175943819465,2870.522195743951,-143.57203093302323,2644.5807175493906,2887.414408514419,3159.792894483379,2600.334255343007,1925.946787851836
-684.4607064163937,3119.145826361928,3594.980540563528,-1382.3358815270738,-2097.8279889489363,3359.4202003920136,-257.1817837132533,2805.205101281157,3190.378831562389,3503.715510102766,2943.817948098843,2210.9747088257704
-815.8067297451745,3605.675999089157,4201.8356205900855,-1539.7614122780083,-2452.8794628846754,3896.005515190382,-376.7160956125996,2976.8107197623194,3522.182608532806,3869.05278917436,3313.851040860333,2518.6695698543313
-954.8624165420563,4116.332518155121,4852.31710781761,-1699.7541896468924,-2835.021710633535,4467.13893859265,-501.09247606618027,3155.7856291847493,3876.4290663627876,4250.513840426328,3708.5223801876077,2847.1492118879723
-1100.7005039271933,4656.480635519148,5557.951101102775,-1867.214701978646,-3251.731389379033,5082.674015186712,-632.1113142031585,3338.3705925642485,4246.2414660572695,4641.226448193416,4123.78880863171,3192.8859336086916
-1251.2936394419417,5171.690568613818,6251.880340989284,-2016.0567358221779,-3666.972591324013,5679.951246534889,-761.2933871854485,3521.4551545626696,4625.859363823787,5030.650046648633,4550.101055003141,3548.2348852084265
-1404.1059245748968,5702.880535259511,6976.605854228692,-2168.2737703766034,-4101.42985854255,6303.123274822178,-893.4412873050863,3702.043919951565,5009.570178468603,5406.7465414906255,4975.479471466313,3903.703833127994
-1556.736238027937,6222.686212560502,7694.663801608793,-2311.398221061823,-4534.000168552773,6918.763017630496,-1023.574252005738,3876.98104572268,5391.494903689022,5758.360853563262,5388.5540113348015,4250.18890549835
-1707.1186101254293,6722.261821465937,8391.413123877152,-2442.759685156373,-4956.078172952104,7515.049419531121,-1149.9434136733362,4043.3296777149753,5764.983626902931,6074.637930682709,5778.411338169485,4578.812946011406
-1854.166112766247,7189.25226796075,9051.928487999527,-2559.3369249285174,-5360.217678741195,8078.45645726392,-1271.928335023624,4198.188317011303,6121.446800348473,6345.9330714127855,6136.579378147429,4882.357830692614
-1996.9924878852707,7607.442832015162,9658.220131921566,-2657.4443094891462,-5737.772411581048,8591.887179811174,-1388.8354928315046,4338.755064274259,6451.576983077673,6563.950243575366,6455.972565710903,5154.585576655398
