I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-249.51199982488774,-82.23211109272938,246.4493752273357,163.72025962728802,-247.98392444329667,43.78380541021221,31.544966211997632,706.9076077085333,740.6081164649069,412.31529687325167,316.62678164154175,111.10372763217856
-244.50178634669592,-77.73927586848868,246.78514566129508,159.37469659469215,-246.53127973032366,44.55036467850349,31.899618336798675,712.3314334054619,741.5898673091219,409.27425318430414,317.6149156006644,101.92697426789674
-242.96234503693455,-72.820240166966,248.48927516264308,156.85417359810688,-247.4790404318596,47.99064409456935,32.263905273697716,724.2795722139217,749.6071268273737,409.13757828119054,318.54376126072435,90.08491531156714
-245.08288226876957,-67.47345278874201,251.6355894110951,156.2739525046608,-250.97946505009708,54.30396864957702,32.63774001839015,742.9435061739173,765.2253092308657,412.0429939339309,318.89208736350633,74.67882022632274
-250.47940107896812,-61.630962785707915,256.07581734002827,157.41399156312363,-256.77137254164484,63.351975084411514,33.024237534657004,768.4071119089828,788.2470129347453,417.620684466079,318.53616536147086,54.263208856029806
-258.4760618432774,-55.200315864237794,261.5499000908859,159.86487141590408,-264.40008366085357,74.82561575360508,33.428044751261304,800.5622398052616,817.4879463615946,425.25764532867566,317.41534954287005,27.216373686767113
-268.12554955120305,-47.985550941243,267.703515478841,162.99120905871027,-273.21888844874456,88.32960751573938,33.85399266924742,839.4353021449309,849.0604662107428,434.2206953541965,315.7391387024803,-8.121690968768002
-278.4589742817689,-39.797361374137886,274.1762645023161,166.14428613221878,-282.5534833164625,103.43128313834973,34.30724657342129,884.8165865707235,879.9581495636472,443.6580156157352,313.34314304051424,-53.361214187293065
-288.9462222369524,-30.633769428438367,280.77144014763905,169.00347930953774,-292.02709960193084,119.83218205522726,34.79220552310018,935.9432844195027,910.7509418520457,452.7998122810863,308.8360705853486,-109.87019573527964
-299.1137978553877,-20.51547209565162,287.31820266494896,171.2862960422176,-301.29665613251296,137.26855426377887,35.31287771026783,991.6710846767083,941.823009201513,460.90943452502154,300.422540040474,-178.67961987492572
