I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-220.77147858963397,-245.05651278894908,-168.28255272591977,272.5391665919116,-26.223208647416694,-98.50110958290534,15.95931113434821,217.54338843054887,171.29941697700988,-97.1105742328229,-191.43406361558618,-272.9439478101155
-220.42495869335858,-242.5099757557142,-169.46198078003997,269.7152067204497,-27.335709045713283,-100.06664452999993,11.114953716003786,226.1043546406267,174.00847086344842,-104.49927722035022,-200.0823217074394,-280.43573495924545
-220.15626139639886,-240.0231818118526,-170.84502918971222,266.9374014387941,-28.501959017216848,-101.69958923191717,11.106439897461808,233.86444715600254,176.28340175661276,-112.64770311975299,-203.67923979448383,-282.8037475898299
-219.96445951196324,-237.61402713392837,-172.3906390264779,264.2198277764961,-29.71160871106491,-103.39925917123708,13.260713864467414,240.71249940518047,178.07514029238527,-121.5592366235823,-209.8029352959974,-289.34319123774833
-219.8228331056769,-235.288973780904,-174.07285956198749,261.55389115943996,-30.931636235465852,-105.17237367724701,18.696031718481287,246.58802194531785,179.3664867742788,-131.1232339083222,-214.7481530935037,-295.47386250509766
-219.6917590982431,-233.04893192288094,-175.85322025817348,258.9203816102622,-32.11797194816125,-107.02910941748522,21.914748088612363,251.4607110198276,180.15612429310949,-141.18036992165457,-220.45855367991078,-301.38586420394677
-219.51821546503118,-230.89528994748474,-177.7110321922584,256.2992615918728,-33.21717426033015,-108.97935144359124,23.682816695953615,255.2934441158765,180.42272977411042,-151.56680224256448,-226.85951485646885,-307.47850645137595
-219.2486239755061,-228.82698827913853,-179.6456860764453,253.66685558774955,-34.17583075033264,-111.03381968037745,25.449523461323732,258.06782229757584,180.16039098728257,-162.10033793605064,-233.2890997849142,-313.65273860051457
-218.85235865728404,-226.84311929002118,-181.66206131384294,251.00426419436684,-34.958598083447455,-113.20224005491968,26.7522627470996,259.7955245888089,179.4026531314661,-172.61568956169603,-239.66805330605152,-319.6570086768489
-218.30111621888008,-224.94220548186385,-183.77596589955164,248.29279467039157,-35.53385550042493,-115.49334614486145,27.467180463337495,260.4959996293819,178.18684676569768,-182.95811705948856,-245.88864340468396,-325.35355745598326
-217.55434075268678,-223.1162851688255,-186.00546468713446,245.5012669266582,-35.86261822329568,-117.91764042439257,27.874366626256375,260.20236187874275,176.55486276220958,-192.94170184783687,-251.71240434341934,-330.63767219295516
-216.56361580568426,-221.36084170574142,-188.37954670676686,242.60452079902524,-35.901375735888195,-120.4833061902335,27.95876038184462,258.934394133942,174.51873883511954,-202.40809998397563,-256.98276719282427,-335.39534743211635
-215.25678939092955,-219.68121557600492,-190.9526856645806,239.59240105583473,-35.5926250051343,-123.19244813527948,27.506421003342517,256.6546011095036,171.9983284517078,-211.27509378683052,-261.58022980902365,-339.51773027621346
-213.55505962579187,-218.08745450783056,-193.78851864031003,236.4630473475317,-34.87440295554137,-126.04449053848228,26.32623096814249,253.30560377858484,168.87890770682375,-219.49152139015837,-265.37206368629967,-342.9048866250454
-211.4033436651726,-216.59767942430423,-196.94813243076968,233.23369420345426,-33.69834409841768,-129.0367988244992,24.34246762169275,248.84345685595818,165.06421096697855,-227.0359799312774,-268.2352226954715,-345.4874425731229
-208.74266709159298,-215.2236441478579,-200.49010364969445,229.91025520453852,-32.01769426527122,-132.16660023691202,21.501473133911578,243.22734315408795,160.46158912533593,-233.88216980228495,-270.0404366918518,-347.19328369110696
-205.50211999559684,-213.95739942788586,-204.45735392232615,226.4616500008214,-29.781778484189797,-135.43579397856828,17.732742744212292,236.43692909699647,155.01196954443085,-239.92507414685335,-270.6294438901985,-347.90792995950005
-201.6127519323415,-212.7810968976468,-208.87952749281553,222.8401125145297,-26.94781461424123,-138.84686279352107,12.990226363355129,228.47069676358063,148.6835051588624,-245.04757517691945,-269.85686850243144,-347.5227955008607
-196.9919149109306,-211.6684896860465,-213.78732081522088,218.98220358319423,-23.477917354766973,-142.39878770860682,7.22371969183129,219.31941077686017,141.42459988349611,-249.1792610791238,-267.6049601302013,-345.95676318428264
-191.59336608666163,-210.60120577604982,-219.18904030124048,214.84512462526666,-19.35571060477763,-146.0891331240713,0.41596877390177994,209.0009824952981,133.22799957476045,-252.2732019196903,-263.8223424755813,-343.174277961517
-185.46586697418547,-209.5950374159811,-225.0529668628309,210.46308396493566,-14.6096081653954,-149.91257394624412,-7.353766314717995,197.5929621472011,124.18192481270277,-254.34084610685395,-258.59048698067613,-339.2404899923558
-178.77183577991468,-208.72987653080412,-231.32505493998283,206.00497748748148,-9.292662629018647,-153.86164370520663,-15.95917119879442,185.20038116377722,114.41919662951328,-255.4284668168858,-252.0648316646599,-334.2751795851316
-171.64802519731413,-208.0443656536813,-237.92767329429765,201.5611001685122,-3.468914181441888,-157.93145937056477,-25.260787768153197,171.94627014032014,104.11964462932288,-255.53554285797966,-244.41948345103668,-328.3917749234125
-164.07206910540512,-207.45461115481913,-244.78079842979918,196.9773401148158,2.789710127606467,-162.1143923244811,-35.10166541315201,157.95721696638586,93.45819764731394,-254.69824102649835,-235.854655164348,-321.73041653975696
-156.49044039445945,-207.2542466945353,-251.83618194138492,192.86064726660882,9.420931646467396,-166.39510190884297,-45.34020218758828,143.3224928453767,82.51204814228433,-253.05720259303413,-226.56187780176631,-314.45744215268553
-149.4270276504459,-207.7956791034979,-259.0485738297231,189.93826272016753,16.362627613121518,-170.75665745239544,-55.83814996113315,128.12404407569923,71.34185738265482,-250.76710000146093,-216.73327514890258,-306.7419833850931
-141.3978036843823,-207.91399108081492,-266.35795492361734,185.87918574420013,23.53860138676002,-175.18188159034725,-66.42609527866229,112.47139179284855,60.05166645622185,-247.9881264984592,-206.6001040459268,-298.780314182649
-130.96623797824915,-206.46222534037244,-273.68854821097534,178.39220546297577,30.869796000449487,-179.6570129943333,-76.94428362922451,96.47623433597113,48.77577028366801,-244.8142917074002,-196.38742516490666,-290.7388335890752
-120.96889579168844,-205.45092356087775,-280.9237458136319,171.56246235718777,38.27674041485326,-184.1802709355525,-87.26981420187542,80.25459271897358,37.73641565321701,-241.13093001661971,-186.28044925298218,-282.68210429347954
-114.39000513328503,-206.9846683733368,-287.9318083731655,169.66786008296262,45.679725735235465,-188.75423277928152,-97.2929047044189,63.928372416145706,27.191579605726922,-236.74386117497548,-176.44829805568372,-274.6359267189261
-108.76127242680941,-209.10099477907116,-294.6026983243433,168.78117350167003,53.009063080115865,-193.37725264920755,-106.9265641706665,47.589794710300545,17.327869245830694,-231.50805390342268,-167.03791148343328,-266.6254486459755
-101.19290534317966,-209.52443689071336,-300.8289488313637,164.34405999565303,60.195688497886444,-198.04728280655317,-116.07725522196826,31.345511337260113,8.342207895284533,-225.28360033378183,-158.19486755779909,-258.6803708461181
